"Area Geografica","Regione","Provincia","Sigla Provincia","Alunni Totali","Percentuale Alunni ITA","Percentuale Alunni NITA","Totale alunni Femmine","Totale Alunni Maschi","Media Alunni per classe","Totale Classi","Percentuali Alunni Femmine","Percentuali Alunni Maschi","ATA titolari","ATA supplenti","Totale ATA","Percentuale ATA titolari","Percentuali ATA Supplenti","Docenti Totali","Docenti titolari","Docenti Supplenti","Percentuali Docenti Titolari","Percentuali Docenti Supplenti","Posti vacanti per Docente Normale","Posti vacanti per Docente Sostegno","Totale Posti vacanti","Punteggio Invalsi Inglese Listening","Punteggio Invalsi Inglese Reading","Punteggio Invalsi Italiano","Punteggio Invalsi Matematica)","Participation in life-long learning","Participation in the school system of children aged 4-5","People having completed tertiary education (ISCED 5 6 7 or 8)","People not in education employment or training (NEET)","People with at least upper secondary education level (25-64 years old)","Average annual per capita amount of pension income","Average annual salary of employees","Average disposable income per capita","Bad loan entry rate of bank loans to households","Brain circulation (Italians 25-39 years old)","Burglaries reported","Deadly crimes reported","Electricity from renewable sources","Employment rate (20-64 years old)","Hospital patient emigration to a different region","Inadequate level of literacy (students in grade 8)","Inadequate level of numeracy (students in grade 8)","Intentional homicide rate","Irregularities in electric power distribution","Life expectancy at birth","Medical specialists","Municipal councilors under the age of 40","Municipal waste generated","Non-participation rate","Overall Fixed Very High Capacity Network (VHCN) coverage","PM10 Annual average concentration","PM2.5 Annual average concentration","Paid days in the year (employees)","Pensioners with a low pension income","Pick-pocketings reported","Prison density","Road accidents mortality rate (15-34 years old)","Road mortality in non-urban roads","Robberies reported","Seat-Km of public transport networks","Separate collection of municipal waste","Separate collection service for municipal waste","Soil sealing from artificial land cover","Spread of agritourism farms","Urban green","Voter turnout (Regional Councils)","Women municipal councilors","Youth's employment rate (15-29 years old)","Youth's non-participation rate","codice_provincia","anno","Pop25Y0","Pop25Y1","Pop25Y2","Pop25Y3","Pop25Y4","Pop25Y5","Pop25Y6","Pop25Y7","Pop25Y8","Pop25Y9","Pop25Y10","Pop25Y11","Pop25Y12","Pop25Y13","Pop25Y14","Pop25Y15","Pop25Y16","Pop25Y17","Pop25Y18","Pop25Y19","Pop25Y20","nr Studenti Superiori","Indice di svantaggio","Stipendio Medio","Buy Apartment Price | Price per Square Meter to Buy Apartment Outside of Centre","Buy Apartment Price | Price per Square Meter to Buy Apartment in City Centre","Childcare | International Primary School, Annual Tuition per Child","Childcare | Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","Clothing And Shoes | Jeans (Levi's 501 or Similar)","Clothing And Shoes | Men's Leather Business Shoes","Clothing And Shoes | Nike Running Shoes (Mid-Range)","Clothing And Shoes | Summer Dress in a Chain Store (e.g. Zara or H&M)","Markets | Apples (1 kg)","Markets | Bananas (1 kg)","Markets | Beef Round or Equivalent Back Leg Red Meat (1 kg)","Markets | Bottle of Wine (Mid-Range)","Markets | Bottled Water (1.5 Liter)","Markets | Chicken Fillets (1 kg)","Markets | Cigarettes (Pack of 20, Marlboro)","Markets | Domestic Beer (0.5 Liter Bottle)","Markets | Eggs (12, Large Size)","Markets | Fresh White Bread (500 g Loaf)","Markets | Imported Beer (0.33 Liter Bottle)","Markets | Lettuce (1 Head)","Markets | Local Cheese (1 kg)","Markets | Milk (Regular, 1 Liter)","Markets | Onions (1 kg)","Markets | Oranges (1 kg)","Markets | Potatoes (1 kg)","Markets | Tomatoes (1 kg)","Markets | White Rice (1 kg)","Rent Per Month | 1 Bedroom Apartment Outside of City Centre","Rent Per Month | 1 Bedroom Apartment in City Centre","Rent Per Month | 3 Bedroom Apartment Outside of City Centre","Rent Per Month | 3 Bedroom Apartment in City Centre","Restaurants | Bottled Water (0.33 Liter)","Restaurants | Cappuccino (Regular Size)","Restaurants | Combo Meal at McDonald's (or Equivalent Fast-Food Meal)","Restaurants | Domestic Draft Beer (0.5 Liter)","Restaurants | Imported Beer (0.33 Liter Bottle)","Restaurants | Meal at an Inexpensive Restaurant","Restaurants | Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)","Restaurants | Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)","Salaries And Financing | Annual Mortgage Interest Rate (20-Year Fixed, in %)","Salaries And Financing | Average Monthly Net Salary (After Tax)","Sports And Leisure | Cinema Ticket (International Release)","Sports And Leisure | Monthly Fitness Club Membership","Sports And Leisure | Tennis Court Rental (1 Hour, Weekend)","Transportation | Gasoline (1 Liter)","Transportation | Monthly Public Transport Pass (Regular Price)","Transportation | One-Way Ticket (Local Transport)","Transportation | Taxi 1 Hour Waiting (Standard Tariff)","Transportation | Taxi 1 km (Standard Tariff)","Transportation | Taxi Start (Standard Tariff)","Transportation | Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car)","Transportation | Volkswagen Golf 1.5 (or Equivalent New Compact Car)","Utilities (Monthly) | Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Utilities (Monthly) | Broadband Internet (Unlimited Data, 60 Mbps or Higher)","Utilities (Monthly) | Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)"
"Nord","Friuli-Venezia Giulia","Gorizia","GO",5633,85.74,14.26,2748,2885,16.488,325,48.7839517131191,51.2160482868809,452,171,623,72.55,27.45,844,620,224,73.46,26.54,74,"6",80,226.825605785424,209.744294808072,183.444307999395,192.853327855819,11.9,93.7,26.1,12,69.2,23978.1,22220.4,19961.1,0.7,-6.2,127.3,2.9,35.6,69.9,7,40.8,44.8,1.4,2.1,83.2,23.8,25.4,553,9.8,52.6,18,13,79.2,5.9,50.6,128.3,0,4.1,17.4,1062,71.4,94.5,12.99,27.2,140.2,45.5,32,41.8,13.1,"ITD43",2025,824,932,969,857,938,927,974,1054,1031,1111,1037,1084,1166,1230,1219,1198,1264,1246,1311,1311,1290,7549,-0.08,1833.33,1500,3500,3000,746,94.71,120,98.63,47.23,1.65,0.99,6.4,2.3,0.5,13.23,6,0.61,2.46,2.69,2.14,1.64,6,1.47,1.19,3,1.5,3.2,1.2,500,750,600,1350,1.5,1.48,10,5,5,15,70,3.25,3.19,2016.67,8.25,25,10,1.86,57,2,55,2,5,32250,32434,168.11,25,9.39
"Nord","Friuli-Venezia Giulia","Trieste","TS",8548,91.11,8.89,4304,4244,15.8885714285714,480,50.3509592887225,49.6490407112775,603,228,831,72.56,27.44,1140,877,263,76.93,23.07,74,"2",76,233.100204532705,219.541303095149,189.574528504307,197.786266980459,19.9,94.1,41.1,12.8,74.6,25871.8,25925.8,24886,0.4,12,267,3.1,8.9,76.6,5.9,34.6,36.8,0.4,0.7,82.8,51.8,27.6,512,9.5,81.1,19,12,81,5.9,101.4,156.7,0.5,1.9,65.6,6205,50.8,3.4,20.75,25.9,62.7,40.6,40.9,39.8,18,"ITD44",2025,1354,1297,1393,1399,1405,1402,1514,1565,1600,1566,1678,1689,1832,1843,1923,1892,1953,1996,2028,1981,2145,11773,-1.14,1742.01,1861.81,2315.33,,300,76,80,85,30,2.25,2,17.2,8,0.3,14.83,5.2,2.34,4.4,1.93,4.25,1.12,18.33,1.45,1,2.5,1.88,2.92,2,560.29,649.43,1009.83,1243.33,1,1.64,9,5,3.5,21.5,70,2.7,3.55,1449.28,10.5,45,18.5,1.76,35,1.73,45,,6,31500,28717,272.5,26.6,8
"Nord","Friuli-Venezia Giulia","Pordenone","PN",13388,88.02,11.98,6576,6812,19.5462222222222,667,49.118613683896,50.881386316104,813,363,1176,69.13,30.87,1669,1212,457,72.62,27.38,161,"8",169,227.787533227788,213.818430534147,189.90296628922,195.894512572413,14,97.5,20.7,9.6,70.3,22467.6,24687.6,24164.8,0.4,-11.1,313.5,0.6,46.7,72.8,11.5,35.4,35.1,0.3,1.8,84,27.4,25,507,6.2,36.8,23,16,83.9,6.7,27,124.3,0.3,1.7,13.8,1813,85.4,99.7,8.43,4.2,44,44.1,39.3,37.2,14.1,"ITD41",2025,1879,1991,2072,2167,2178,2290,2346,2440,2587,2583,2755,2842,2834,2947,3024,3145,3127,3171,3142,3021,3130,18630,-0.3,1675,2166.67,2900,6500,520,70.23,89,79,29.18,2,1.5,14.7,3.85,0.32,10.47,5.4,1.13,2.1,1.85,1.6,1.63,13.33,1.26,1.97,2.07,1.66,2.25,2,420,500,925,1100,1.19,1.69,10,5,5,13.75,65,2.97,3.06,2000,10,58.33,22.5,1.74,36.25,2.15,25,1.05,3.5,25500,26000,177.66,25.59,7.81
"Nord","Emilia-Romagna","Piacenza","PC",12241,82.8,17.2,6216,6025,20.4051282051282,563,50.7801650191978,49.2198349808022,759,447,1206,62.94,37.06,1511,1069,442,70.75,29.25,109,"9",118,219.785151212825,211.074540475793,184.796543650209,191.32412452138,11.1,93.3,25.7,11.2,65.3,23098.5,24380.1,23913.6,0.6,2.4,344.5,2.5,39.2,75.5,16.7,38.6,42.1,0.4,1.2,83,26.6,26.5,699,8.9,61.5,29,19,81.3,7,166.3,96.4,1,3.5,31.9,2208,72.6,92.6,7.68,6,28.4,,38.3,45.5,17.5,"ITD51",2025,1912,2042,2012,1898,2036,2223,2291,2222,2378,2430,2531,2528,2575,2530,2614,2696,2621,2657,2700,2683,2740,15971,-0.49,1783.33,1900,3575,10125,400,97.5,150,81.67,42.5,2.41,1.9,18.13,7,0.48,13.16,6.24,2.04,4.27,2.21,2.62,1.66,16.07,1.67,2.41,2.61,1.88,3.04,2.96,600,700,900,1300,1.22,1.79,12,5,5,16.5,70,2.7,4.06,1588,8.5,63.33,47.5,1.8,31,1.7,25.25,1.45,5.8,31500,32434,229.91,28.74,12.79
"Nord","Emilia-Romagna","Parma","PR",20849,84.08,15.92,10346,10503,20.1545736434109,940,49.6234831406782,50.3765168593218,1186,695,1881,63.05,36.95,2348,1751,597,74.57,25.43,191,"13",204,222.89498069239,214.967877258197,184.994088993605,194.756648885234,13.8,89.3,29.3,8.4,69.5,24165.3,27869.1,27083.2,0.5,18.1,340.1,3.1,16.9,76.8,6.7,36.7,40,0.7,1.4,83.9,40.1,21.4,596,8.4,60,27,15,82.4,6.3,371.9,108.1,0.2,3.1,62.5,3956,79.7,93,7.6,4.2,87.8,,39.4,44.2,11.8,"ITD52",2025,3057,3212,3248,3444,3428,3602,3632,3787,3957,3998,4067,4096,4146,4215,4417,4477,4368,4446,4286,4424,4324,26418,-0.98,1753.23,1350,1900,8040,350,75,40,60,29,2,2,20,7,0.33,10.75,6,1.25,3.75,2,2.73,0.5,15,1.3,1.67,2,2,2,2.59,333.33,433.33,600,750,1.07,1.62,9.5,5,4.25,15,65,2.17,3,1616.67,8.5,46.67,21.67,1.82,30,1.38,27.6,1.1,3.3,31500,32434,197.39,26.33,8.5
"Nord","Emilia-Romagna","Modena","MO",35569,85.62,14.38,17627,17942,21.1101960784314,1602,49.5571986842475,50.4428013157525,1877,1061,2938,63.89,36.11,4263,3056,1207,71.69,28.31,260,"33",293,220.840900600897,210.976769131962,183.968811078225,194.374068278632,14.5,94.9,30.6,9.5,66.6,23245,27671.5,26076.9,0.4,15.7,364.3,3.5,15.7,76.1,5.5,38.8,38.6,0.7,1.2,83.8,38.6,25.1,621,8.3,54.3,30,18,83,6.5,243.5,107.8,0.8,3.4,48,2267,78.6,91.5,10.97,5.2,75.6,,36.2,45.5,15.7,"ITD54",2025,4816,4786,5232,5217,5138,5223,5620,5843,6100,6122,6229,6436,6846,6896,7139,7078,7233,7135,6992,7056,7058,42633,-0.91,1846.73,2200,4250,5000,625,79.33,110,89.67,27.67,2.58,1.56,21,7,0.37,9,5.75,1.2,3.4,2.19,1.5,1,15,1.55,2.25,2.88,1.5,4.38,2.8,593.33,745,866.67,1387.5,0.8,1.75,8.95,4.5,4.5,11.75,65,2.5,3.03,1737.5,10,55,30.33,1.78,53.5,2.05,35,1.5,4,30833.33,29500,178.33,23.4,7.71
"Nord","Emilia-Romagna","Bologna","BO",39349,85.74,14.26,19387,19962,19.9981944444445,1796,49.2693588147094,50.7306411852906,2401,996,3397,70.68,29.32,4728,3558,1170,75.25,24.75,153,"14",167,221.661484783835,206.749478085723,183.068248172388,194.724333613507,17.5,95,45.2,11.3,77.5,25519.8,27603.1,28560.7,0.3,36.7,356.2,3.3,15.7,78.4,3.3,33,35.8,0.6,1.1,83.9,44.9,24.1,571,6.8,62.6,22,14,82.5,5.4,404.9,163.5,0.7,4,83.6,4004,73.5,81.2,8.93,6.1,22.1,,34.6,40.7,17.3,"ITD55",2025,6567,6567,6938,7091,7108,7319,7765,7810,8139,8436,8609,8681,8883,9005,9073,9550,9323,9526,9618,9510,9676,56600,-1.65,1908.74,4644,9531.08,17284,746,94.71,147.75,98.63,47.23,2.52,2.17,20.58,8,0.5,13.23,6.5,1.75,4.52,2.69,2.14,1.64,19.18,1.56,1.83,3.11,2.21,3.88,3.26,1050.38,1539.58,1864.29,3195.24,1.66,1.87,12,6,6,20,90,3.33,3.19,1928.56,12,78.36,31,1.86,39,2.2,55,2,7,32250,32434,219.5,26.36,9.39
"Nord","Emilia-Romagna","Ferrara","FE",16130,85.94,14.06,7821,8309,20.0888888888889,751,48.4872907625542,51.5127092374458,898,436,1334,67.32,32.68,2056,1453,603,70.67,29.33,183,"12",195,214.156876812379,203.144796031974,176.570459065784,187.570462368391,13,92.4,30.2,12.5,65,22071.7,21600.4,23503.7,0.6,6.2,287.5,3.8,28,74.1,8.5,38.3,42.9,0.6,1.1,82.9,44.8,29,634,8.1,56.6,28,20,78.7,5.4,176.4,156.6,0.7,3.9,34.2,1342,77.1,93.5,7.08,2.2,64.1,,37.8,39.9,19.2,"ITD56",2025,1750,1837,1938,2002,1919,2162,2195,2282,2348,2334,2519,2627,2690,2796,2930,3016,2949,2886,2936,2913,2916,17630,-0.56,1441,1952.22,3192.77,13452.5,512.5,75.67,95,86.83,37.5,2.36,2.23,19,8,0.62,12.5,6,1.36,4.48,2.23,2.3,1.25,18,1.32,1.5,2.86,2.16,2.76,1.5,590.25,755.56,1211.67,1512.5,1.43,1.73,11.9,6,5,20,80,2.69,3.29,1846.73,10,70,20.33,1.78,35,2,28.85,1.28,5.9,31500,32434,171.21,27.85,11.87
"Nord","Emilia-Romagna","Ravenna","RA",16636,87.35,12.65,8115,8521,22.2969444444444,760,48.7797547487377,51.2202452512623,972,501,1473,65.99,34.01,2030,1439,591,70.89,29.11,139,"41",180,221.066835595658,204.164936074765,181.057403851912,192.223570570367,11.1,96.2,33.7,12.8,67.4,22804.4,23068.8,24555,0.3,6.5,388.8,5.2,36.8,74.7,2.8,34.5,36.3,0.5,2.2,83.9,31.8,18.8,727,7.1,59.4,26,14,76.7,5.4,154.1,163.3,0.1,2.7,25.1,1108,78.2,98.1,10.25,6.5,48.3,,38.8,40,15,"ITD57",2025,2207,2300,2370,2521,2593,2653,2901,2945,2977,3116,3215,3284,3357,3554,3665,3739,3782,3736,3871,3673,3737,22466,-0.78,1700,2607.55,3918.71,17220,746,83.33,147.75,98.63,37.5,2.35,1.62,20.58,5,0.57,12.66,6,1.67,2.96,2,2,1.27,19.18,1.26,1.4,3,1.83,3,3.26,695.5,920,1138.33,1720,1.18,1.75,10,5,5.5,19,80,3.33,3.19,1757.63,12,42.5,35,1.79,60,2.7,31,1.1,7,31500,32434,174.6,24.33,9.39
"Nord","Emilia-Romagna","Rimini","RN",14999,84.79,15.21,7404,7595,20.7989743589744,711,49.3632908860591,50.6367091139409,844,463,1307,64.58,35.42,1889,1391,498,73.64,26.36,82,"18",100,215.974692826088,203.770654708865,184.461206904068,190.970571373267,13,93.2,34.5,13.1,69.5,20000.2,17809.2,23671,0.5,5,400.2,2.4,13.4,71.1,5.2,32.5,36,1.5,1.2,84.5,34.3,26.6,715,11.3,41.3,27,16,68.1,8.6,509.2,128,0.3,1.4,83.3,3719,68.8,84.1,12.55,7.6,21.5,,38.9,34.7,22.5,"ITD59",2025,1914,1958,2093,2096,2242,2362,2495,2590,2711,2936,3033,3045,3168,3171,3421,3366,3471,3449,3344,3390,3332,20441,-0.65,1505.62,1931.73,4143.94,7104,398.9,86.07,112.14,92.72,38.07,2.19,1.83,17.73,7,0.53,10.72,6.2,1.85,3.87,1.66,2.77,1.13,13.72,1.69,1.56,2.13,1.57,3.34,2.8,602,896.36,992,1730.82,1.09,1.98,10,5,4.25,15.5,70,2.17,3.09,1623.94,10,51.92,17.62,1.84,41,1.5,21,1.1,4,31333.33,32434,178.87,27.08,8.5
"Centro","Toscana","Massa-Carrara","MS",8224,91.61,8.39,3995,4229,16.5787254901961,463,48.5773346303502,51.4226653696498,,,,,,,,,,,97,"12",109,207.856243276112,196.187169690042,177.367634209823,184.932319644741,14.1,97.5,27.2,9.4,68.2,22082.5,20917.3,20257.6,0.6,-19.5,275.5,1.6,16.5,70.3,12.7,37.2,42.4,0.5,1.9,82.8,31.3,16.5,591,10.5,60.4,20,11,77.8,8.1,143.6,129.3,0.9,2.1,12.8,1315,69.5,68,7.24,11.1,17.8,,31.9,45.2,20,"ITE11",2025,942,941,1016,1026,1003,1050,1159,1259,1271,1240,1353,1452,1543,1564,1579,1513,1722,1631,1680,1691,1620,9816,,1500,1700,2500,9000,455,112.5,110,50,30,2.25,1.5,12,5,0.65,8,5.6,1.67,2.9,1.7,2,0.9,10,1.27,0.99,3,1.75,1.98,2.62,390,575,700,950,1.5,1.53,9,5,4.5,15,50,3,3.62,1866.67,10,70,17,1.76,34,1.5,31,1.1,4,29250,24460,160,26.75,9.17
"Centro","Toscana","Lucca","LU",16806,90.94,9.06,8269,8537,18.0737407407407,858,49.2026657146257,50.7973342853743,1213,388,1601,75.77,24.23,2343,1622,721,69.23,30.77,90,"6",96,209.771775084294,197.858347199026,175.336398289423,185.204278252845,13.2,95.1,26.4,12.2,65.6,21704.2,22094.2,23617.4,0.6,-0.4,426.8,3.1,13,70.7,5.7,36.8,44.5,0.3,2.2,83.3,28.2,21.4,652,11.7,42.1,25,,77.7,7.9,179.9,103.2,0.3,3.5,35.3,1237,77.5,94.1,9.14,14.3,18,,32.3,39.6,20.8,"ITE12",2025,2010,2043,2121,2325,2254,2512,2556,2719,2832,2862,2997,3151,3401,3297,3423,3367,3691,3608,3621,3668,3552,21378,-0.35,1588,2350,2925,7200,290,85.83,107.14,85,41.17,1.97,1.6,16,7,0.34,10.33,6,1.49,3.14,1.83,1.45,1.27,14.75,1.37,1.23,2.04,1.3,2.5,2.33,650,800,833.33,1216.67,1.34,1.7,9,3,3,20,77.5,2.81,3.27,1737.5,10,32.5,25,1.78,15,1.2,28,1.35,8.5,31500,32434,140.4,23.67,8
"Centro","Toscana","Pistoia","PT",13588,87.21,12.79,6572,7016,17.7155952380952,692,48.3662054754195,51.6337945245805,911,300,1211,75.23,24.77,2068,1411,657,68.23,31.77,64,"14",78,215.859115890892,199.488226339171,178.925301239741,191.992335918525,13.5,94.8,22,9.7,58.2,20579.8,21035.1,21071.5,0.8,-6.5,352.9,2.1,14.7,70.5,5.3,35.3,37.7,0.3,2,83.9,24.4,17.2,523,9.9,41.3,20,,81,7.1,72.4,89.5,0.4,1.3,27.9,760,63.2,50.4,10.26,25.4,21.5,,32.2,39.6,17.5,"ITE13",2025,1589,1680,1807,1833,1876,1973,2168,2200,2206,2402,2470,2416,2623,2686,2670,2711,2830,2766,2769,2734,2780,16480,-0.09,1733.33,1984.46,3565.31,9666.67,563.33,63.12,107.42,106.44,39.45,2.2,2.08,17.2,6,0.35,11.25,6.5,1.57,4.18,2.27,2.3,1.26,14.99,1.39,1.85,2.38,1.9,3.05,2.84,727.33,950.89,1140,1587.5,1.33,1.85,12,6,4.5,20,70,3,3.26,1719.49,10,51.5,24.83,1.78,45,1.7,35,2,10,31500,32434,227.07,25.95,9.27
"Centro","Toscana","Firenze","FI",41403,85.42,14.58,20368,21035,18.6113857677903,2057,49.1945028138058,50.8054971861942,2512,983,3495,71.87,28.13,5589,4145,1444,74.16,25.84,201,"18",219,211.726138393855,198.116427964289,174.973396691872,187.29180469357,14.1,96,39.2,11.1,73.8,23810.9,24515.4,26194.5,0.4,12.9,433.7,1.7,5.2,76.6,6.2,36.4,38.1,0.6,1.4,84.7,45.1,19.5,553,7.9,67.8,30,14,81.3,5.6,753.1,107.5,0.5,3.2,136.6,7055,68.2,62.5,7.38,25,26.7,,41.5,32.9,24.2,"ITE14",2025,5912,5956,6308,6527,6504,6684,7054,7447,7632,7741,8289,8316,8788,8759,9139,9261,9484,9453,9569,9794,9924,56700,-1.22,1814.66,1152,2346,,383.33,63.8,111.5,76.8,27.6,2.62,1.94,15.2,6.75,0.37,10.6,6,1.9,2.62,1.62,2.66,1.62,13.2,1.15,1.33,2.6,1.49,2.7,2.5,444,658.33,649.4,990,1.1,1.83,10,5,3.5,13.5,50,2.08,3.8,1379.07,8,41.33,28.33,1.77,32,1.4,34,1,3,31500,32434,200.93,23.83,9
"Centro","Toscana","Livorno","LI",14475,90.58,9.42,6958,7517,17.7103418803419,705,48.0690846286701,51.9309153713299,937,275,1212,77.31,22.69,1972,1318,654,66.84,33.16,141,"6",147,207.19786195413,194.637510495363,173.963631223654,184.115168556455,11.1,95.7,24.2,13.4,68.1,23546.9,20404.2,23645.4,0.7,-0.2,315.1,3.4,8.7,71.3,7.3,40.5,44.6,1.2,1.9,83.5,27.5,13.3,672,9.9,38.9,22,10,74.5,7.7,158.4,75.1,0.7,2.9,31.9,2169,61,32.2,10.22,33.6,15.2,,34.9,34.8,19.5,"ITE16",2025,1709,1732,1865,1921,1875,2029,2204,2309,2336,2450,2550,2570,2774,2799,2931,2982,2993,3087,3112,2974,3124,18079,-0.23,1449.29,2078.95,3060.2,4000,575,85,158,90,38.33,1.98,1.92,15.4,7,0.51,11.5,6,1.42,4.28,2.67,1.68,1.5,22.75,1.27,1.2,1.71,1.38,2.67,2.37,578,790,1105,1496,1.43,2.2,10.5,5,5.5,18,60,2.88,3.72,1753.23,10.5,56.67,24.33,1.76,36.5,1.7,25,1.3,5,31500,32434,209.85,25.48,11.25
"Centro","Toscana","Pisa","PI",17791,89.46,10.54,8662,9129,19.495,859,48.6875386431342,51.3124613568658,1172,418,1590,73.71,26.29,2445,1740,705,71.17,28.83,66,"6",72,210.855789968383,198.969522267719,177.29923094501,187.749422509869,16.5,92.5,34.8,11.4,69.4,22850.5,23202.2,22022.6,0.5,10.1,482,1.9,134.1,75.1,5.1,33.9,37.1,0.5,2.7,83.7,55.3,20.3,581,8.9,47.2,22,13,81.4,7.4,260,115.5,0.5,4.6,30.2,2929,69.4,73,7.03,22.7,23.3,,33.6,40.2,17.1,"ITE17",2025,2548,2669,2635,2803,2854,2904,3107,3220,3384,3519,3687,3698,3774,3842,4039,3966,4053,4023,3903,3955,4009,23939,-0.72,1531.12,1860,3034.09,6291.75,500,96.67,110,78.33,50,2.25,1.62,30.33,5,0.42,9.75,6.2,1.54,2.96,2.88,1.38,1.83,28.33,1.34,2.67,2.17,1.83,3,2.62,468.17,694,845.43,1046,1.42,1.53,9,5,5,20,70,3,3.62,1888.67,11.5,46,25,1.77,52.17,1.6,31,1.1,4,31500,32434,214,26.75,9.17
"Centro","Toscana","Arezzo","AR",16274,88.93,11.07,8129,8145,18.831282051282,806,49.9508418335996,50.0491581664004,1178,392,1570,75.03,24.97,2274,1622,652,71.33,28.67,121,"19",140,216.572201859849,201.953002023272,180.031038417876,188.212261721888,8.4,96.2,31.9,8,64,21608.5,22152.7,21759.7,0.6,-14.1,333,2.1,22.4,77.9,8.2,33.9,35.1,1.2,1.8,83.6,28.6,22.2,576,8,44.3,22,13,82.9,6.7,87.8,37,0.8,6,22.2,1846,56.4,29.6,5.35,22.1,30.1,,38.6,43.4,12,"ITE18",2025,2024,1983,2045,2237,2226,2272,2284,2457,2613,2575,2731,2709,2900,2997,2973,3017,3107,3178,3126,3142,3286,18543,-0.78,1912.5,935.85,1643.34,3575,533.33,60,82.5,71.98,32,1.4,1.51,16,5.5,0.24,11,5.5,1.4,3.83,1.86,1.75,1.38,15.25,1.22,1.56,1.59,1.27,1.9,2.25,382.57,433.33,655,907.14,1.38,1.57,10,5,5,15.5,65,2.7,4.05,1408.67,7.5,40,30,1.73,55,1.5,25,1.15,3,30825,32434,149.25,27.5,7.75
"Centro","Toscana","Siena","SI",12451,87.79,12.21,5897,6554,17.669009009009,619,47.3616576981769,52.6383423018231,769,325,1094,70.29,29.71,1680,1153,527,68.63,31.37,98,"8",106,210.801861948933,198.083794341982,180.748402198514,190.114362822462,10.4,95.5,28.6,10.9,64,23597.8,23055,23248.5,0.5,-11.2,363,3.1,108.6,76.9,6.3,32.8,34.8,,2.2,84.2,57.3,20.2,572,6.4,50.8,18,,80,6,87.5,127.6,0,2.4,18.8,3950,63.4,52.9,4.03,33.8,34.4,,35.2,38.3,17.4,"ITE19",2025,1536,1524,1619,1719,1629,1787,1830,1932,1971,2077,2170,2214,2320,2332,2448,2459,2377,2464,2419,2472,2501,14639,-0.61,1692.5,1626.67,2933.33,9000,516.67,78.75,116.25,110,33.33,2.32,1.82,15.75,7,0.53,12.33,6,1.74,3.51,1.8,2.3,1.9,17.17,1.62,1.5,2.41,1.57,2.58,2.45,535.4,693.8,765.4,1016,1.3,2.28,10,5,4,20,60,2.8,3.47,1495.58,8,51.67,23.4,1.77,40,1.75,20,1.5,6,30125,30217,215,31.82,12.48
"Centro","Toscana","Prato","PO",12559,75.64,24.36,5867,6692,18.4301515151515,616,46.7155028266582,53.2844971733418,757,310,1067,70.95,29.05,1673,1177,496,70.35,29.65,67,"13",80,213.315883383677,198.819810973841,173.096108966489,195.133504933046,6.5,92,22.6,8.9,48.2,21343.3,19647.8,24218.2,0.5,-10.1,311.4,0.8,8.5,76.7,5.6,47.7,42.3,0.8,1.7,84.5,26.8,20.1,569,7.1,87,23,16,81.8,6.2,97.3,95.8,0,,124.9,726,71.1,100,14.32,13.1,27.7,,25.9,49.3,12.6,"ITE15",2025,1389,1532,1509,1678,1735,1823,1968,2123,2198,2154,2300,2333,2527,2538,2720,2748,2792,2801,2904,2866,2682,16831,-0.5,1912.33,1650,2666.67,,360,72.5,126.67,86,37.25,2.7,2.5,22,6,0.4,11.47,5.7,1.71,3,2.8,3.17,1.25,13.3,1.43,1.75,2.67,1.7,3.62,2.4,480,580,750,866.67,1.18,1.68,10,5,4,20,70,2.83,4.8,1783.33,11,45,27.5,1.8,50,2,15,2,7,32375,28000,244.05,28.75,13.66
"Centro","Umbria","Perugia","PG",29716,87.98,12.02,14154,15562,17.7923504273504,1511,47.6309059092745,52.3690940907255,2309,741,3050,75.7,24.3,4466,3236,1230,72.46,27.54,155,"7",162,208.872544524329,199.404448199901,179.153008078852,185.711258791229,14.5,97.3,33.8,10.5,73.8,21509.9,21013.8,22204.8,0.7,-12,334.4,2.8,21,73.6,12.9,29.8,35.4,0.5,1.8,84,37,22.9,548,8.9,55,21,13,80,8.5,95.8,103.2,1,2.8,25.8,2312,67.2,71.3,5.47,17.1,63.6,,37.9,36.6,18.6,"ITE21",2025,3595,3687,3865,4125,4130,4454,4573,4805,5094,5154,5417,5589,5850,5917,5955,6054,6341,6224,6221,6313,6159,37108,-0.69,1408.67,3015,3304.17,8183.33,614.29,120,243.47,103.09,93.11,3.18,2.68,26.02,9,1.37,16.75,8.1,3.61,7.11,2.51,4.71,2.41,35.75,2.02,2.41,4.2,3.5,3.21,3.4,818.99,1073.5,1375.33,1740.91,1.81,2.42,13,5,5,19,80,3.55,4.31,1531.12,12,55.15,25.12,1.92,42.5,2.3,13,5,5.8,31726.92,32750,366.67,56.21,12.79
