cod_scuola,nome_scuola,indirizzo_scuola,sito_scuola,scuola_paritaria,id_provincia,id_regione,id_comune,comune_scuola,num_diplomati_x_coorte,indice_fga,fga_forchetta_bassa,fga_forchetta_alta,indice_perc_cfu,indice_media_voti,completamento_pct,tasso_immatricolazione_pct,tasso_non_immatricolazione_pct,abbandono_pct,voto_medio_immatricolati,voto_medio_non_immatricolati,comune_di_ricerca,raggio_km_ricerca,tipologia_ricerca
FGTF00801B,LUIGI EINAUDI,VIA NAPOLI 103,http://www.einaudifoggia.edu.it/,0,71,16,71024,Foggia,16,,,,,,6.05,,,,,,Foggia,10,Tecnico - Tecnologico
LEPS01000P,COSIMO DE GIORGI,VLE DE PIETRO 14,http://www.liceodegiorgi.gov.it/,0,75,16,75035,Lecce,273,73.93,70.91,77.26,76.6,26.55,8.23,93.54,6.46,14.37,89.78,80.08,Lecce,10,Scientifico
LEPS07000A,GIULIETTA BANZI BAZOLI,PZZA PALIO 63,http://www.liceobanzi.gov.it/,0,75,16,75035,Lecce,303,68.46,65.51,71.74,69.03,26.15,8.26,92.08,7.92,16.28,89.99,80.32,Lecce,10,Scientifico
LEPS02500C,MARCELLINE,VLE OTRANTO 67,http://www.marcellinelecce.it/,1,75,16,75035,Lecce,13,32.7,19.31,48.28,37.77,21.32,7.33,85.19,14.81,22.22,87.48,89.0,Lecce,10,Scientifico
LEPS02901R,DON TONINO BELLO,VIA DE NICOLA 26,http://www.liceocopertino.edu.it/,0,75,16,75022,Copertino,28,62.84,52.84,74.13,61.44,25.71,7.94,73.68,26.32,12.28,89.5,84.4,Lecce,10,Scientifico - Scienze applicate
LEPS04601E,VIRGILIO - REDI,VIA MARINELLI 8,http://www.liceovirgilio.edu.it/,0,75,16,75079,Squinzano,33,57.63,50.5,65.53,60.98,24.51,8.79,85.15,14.85,9.9,89.28,78.27,Lecce,10,Scientifico - Scienze applicate
LEPS034018,ENRICO FERMI,VIA MERINE 5,http://www.fermilecce.edu.it/,0,75,16,75035,Lecce,20,54.27,43.77,66.28,56.58,24.23,5.45,92.68,7.32,21.95,86.29,73.67,Lecce,10,Scientifico - Scienze applicate
LEPM02901T,DON TONINO BELLO,VIA DE NICOLA 26,http://www.liceocopertino.edu.it/,0,75,16,75022,Copertino,49,56.76,50.37,63.84,59.36,24.5,6.72,73.15,26.85,10.74,85.61,80.22,Lecce,10,Scienze Umane
LESD02601Q,EZIO VANONI,PZZA SAN DOMENICO,http://www.istitutovanoninardo.edu.it/,0,75,16,75052,Nardò,0,,,,,,0.0,,,,,,Lecce,10,Artistico
LESD02701G,PIETRO COLONNA,VIA MARTINEZ 4,http://www.liceocolonna.gov.it/,0,75,16,75029,Galatina,0,,,,,,0.0,,,,,,Lecce,10,Artistico
LETD08000R,ADRIANO OLIVETTI,VIA MARUGI 29,http://www.itesolivettilecce.gov.it/,0,75,16,75035,Lecce,161,51.49,46.99,56.91,48.65,24.52,7.77,50.1,49.9,14.64,87.37,75.25,Lecce,10,Tecnico - Economico
LETE010002,GRAZIA DELEDDA,PIAZZA DEL PALIO 1,http://www.itdeleddalecce.gov.it,0,75,16,75035,Lecce,57,40.81,33.84,49.2,41.48,22.82,4.78,52.02,47.98,14.45,83.44,74.72,Lecce,10,Tecnico - Economico
LETD042013,GALILEI - COSTA - SCARAMBONE,PTTA DE SANCTIS 10,http://www.galileicostascarambone.edu.it/,0,75,16,75035,Lecce,51,37.95,30.77,47.0,42.4,22.02,6.13,54.55,45.45,18.18,84.85,74.53,Lecce,10,Tecnico - Economico
LETD04401P,FRANCESCO CALASSO,VIA BELICE 15,http://www.iisscalasso.edu.it/,0,75,16,75035,Lecce,69,,,,,,3.19,,,,,,Lecce,10,Tecnico - Economico
LETD075009,LIBORIO SALOMI,VIA DEI SALESIANI 25,http://www.itesalomi.eu/,1,75,16,75035,Lecce,36,,,,,,0.0,,,,,,Lecce,10,Tecnico - Economico
LETD03101L,ANTONIETTA DE PACE,VLE MARCHE 15,http://www.ipdepace.edu.it,0,75,16,75035,Lecce,17,,,,,,3.97,,,,,,Lecce,10,Tecnico - Economico
LETL04201D,GALILEI - COSTA - SCARAMBONE,PZZA PALIO,http://www.galileicostascarambone.edu.it/,0,75,16,75035,Lecce,33,64.62,54.52,77.07,59.05,26.42,6.61,41.0,59.0,13.0,86.9,73.49,Lecce,10,Tecnico - Tecnologico
LETA00101A,PRESTA - COLUMELLA,VIA SAN PIETRO IN LAMA,http://www.istitutocolumella.it/,0,75,16,75035,Lecce,31,51.4,41.16,63.03,55.49,23.68,6.21,42.55,57.45,9.57,84.2,80.7,Lecce,10,Tecnico - Tecnologico
LETF03401A,ENIRCO FERMI,VIA MERINE 5,http://www.fermilecce.gov.it/,0,75,16,75035,Lecce,145,48.01,43.21,53.88,50.54,23.46,5.7,47.6,52.4,14.19,86.46,73.43,Lecce,10,Tecnico - Tecnologico
TAPC10000Q,ARCHITA,CSO UMBERO I 106B,http://www.liceoarchita.gov.it/,0,73,16,73027,Taranto,48,73.81,67.92,80.39,69.34,27.39,7.26,89.73,10.27,17.12,90.99,84.6,Taranto,10,Classico
TAPC13000G,GALILEO FERRARIS,VIA ABRUZZO 13,http://www.liceoferraris.gov.it/,0,73,16,73027,Taranto,36,67.95,61.23,75.29,70.86,25.8,7.87,90.74,9.26,14.81,87.82,76.2,Taranto,10,Classico
TAPC070005,ARISTOSSENO,VLE VIRGILIO 15,http://www.liceoaristosseno.it/,0,73,16,73027,Taranto,27,64.99,56.86,73.91,65.81,25.7,7.07,80.25,19.75,13.58,92.8,83.06,Taranto,10,Classico
TAPS03000T,GIUSEPPE BATTAGLINI,CSO UMBERTO I 106,http://www.iissbattaglini.edu.it/,0,73,16,73027,Taranto,143,70.74,67.01,74.92,70.85,26.48,8.57,93.71,6.29,17.25,92.78,84.44,Taranto,10,Scientifico
TAPS140009,GALILEO FERRARIS,VIA MASCHERPA 10,http://www.liceoferraris.gov.it/,0,73,16,73027,Taranto,27,63.31,55.41,72.32,64.02,25.51,8.05,85.19,14.81,17.28,89.04,78.5,Taranto,10,Scientifico
TAPS02500A,PLATEJA,VIA LAGO DI COMO 65,http://www.istitutoplateja.it/,1,73,16,73027,Taranto,17,33.33,20.73,49.4,26.36,22.84,0.0,49.06,50.94,18.87,84.42,74.44,Taranto,10,Scientifico
TAPS042015,PRINCIPESSA MARIA PIA,VIA GALILEO GALILEI 27,http://www.iismariapia.gov.it/,0,73,16,73027,Taranto,77,70.26,65.27,75.97,68.34,26.66,7.34,82.33,17.67,18.1,87.37,76.93,Taranto,10,Scientifico - Scienze applicate
TAPS03801D,AUGUSTO RIGHI,VIA D'ALO' ALFIERI 51,http://www.itisrighi.net/,0,73,16,73027,Taranto,15,36.61,22.63,56.88,31.0,23.07,0.0,44.68,55.32,23.4,80.29,76.54,Taranto,10,Scientifico - Scienze applicate
TAPM020008,VITTORINO DA FELTRE,VIA POLIBIO 44,http://www.liceovittorino.gov.it/,0,73,16,73027,Taranto,110,58.77,53.8,64.29,58.93,25.03,5.3,58.79,41.21,10.61,89.27,79.74,Taranto,10,Scienze Umane
TAIS031008,VINCENZO CALO',VIA JACOPO DELLA QUERCIA 1,http://www.liceoartisticocalo.edu.it/,0,73,16,73008,Grottaglie,0,,,,,,0.0,,,,,,Taranto,10,Artistico
TAPS18000Q,DOMENICO DE RUGGIERI,VIA CARDUCCI 100,http://www.liceoderuggieri.it/,0,73,16,73015,Massafra,0,,,,,,0.0,,,,,,Taranto,10,Artistico
TATE04201C,PRINCIPESSA MARIA PIA,VIA GALILEO GALILEI 27,http://www.iismariapia.gov.it/,0,73,16,73027,Taranto,33,66.81,58.62,75.89,61.76,26.62,6.86,64.65,35.35,12.12,91.3,76.49,Taranto,10,Tecnico - Economico
TATD08000P,PITAGORA,VIA PUPINO 10A,http://www.pitagorataranto.gov.it/,0,73,16,73027,Taranto,126,52.34,47.22,58.52,46.64,24.96,6.26,47.35,52.65,13.76,85.83,73.84,Taranto,10,Tecnico - Economico
TATD055002,SAN TOMMASO D'AQUINO,VIA GIOVINAZZI 39,http://www.istitutosantommasodaquino.it/,1,73,16,73027,Taranto,16,,,,,,0.0,,,,,,Taranto,10,Tecnico - Economico
TATD08500T,MASTERFORM,VIA ALDO ADIGE 27,http://www.istitutomasterform.it,1,73,16,73027,Taranto,50,,,,,,0.0,,,,,,Taranto,10,Tecnico - Economico
TATE00500C,PLATEJA,VIA LAGO DI COMO,http://www.istitutoplateja.it/,1,73,16,73027,Taranto,18,,,,,,0.0,,,,,,Taranto,10,Tecnico - Economico
TATF02901R,ANTONIO PACINOTTI,VIA LAGO TRASIMENO,http://www.pacinottitaranto.gov.it/,0,73,16,73027,Taranto,191,54.16,49.68,59.55,55.97,24.28,4.99,42.86,57.14,12.2,85.85,74.56,Taranto,10,Tecnico - Tecnologico
TATF01000P,AUGUSTO RIGHI,VIA D'ALO' ALFIERI 51,http://www.itisrighi.net/,0,73,16,73027,Taranto,165,,,,,,3.66,,,,,,Taranto,10,Tecnico - Tecnologico
TATF02402P,IS ARCHIMEDE,VIA BRUNELLESCHI,http://www.iissarchimede.gov.it/index.php,0,73,16,73027,Taranto,39,,,,,,3.23,,,,,,Taranto,10,Tecnico - Tecnologico
TATF02500C,PLATEJA,VIA LAGO DI COMO,http://www.istitutoplateja.it/,1,73,16,73027,Taranto,16,,,,,,0.0,,,,,,Taranto,10,Tecnico - Tecnologico
TATF035003,MASTERFORM,VIA ALDO ADIGE 27,http://www.istitutomasterform.it,1,73,16,73027,Taranto,31,,,,,,0.0,,,,,,Taranto,10,Tecnico - Tecnologico
TATF034018,LISIDE - CABRINI,VIA ANCONA 91,http://lnx.liside.gov.it/,0,73,16,73027,Taranto,12,,,,,,1.94,,,,,,Taranto,10,Tecnico - Tecnologico
PZPC040004,QUINTO ORAZIO FLACCO,VIA VACCARO 36B,http://www.liceoclassicostatalepz.gov.it/,0,76,17,76063,Potenza,124,73.06,69.16,77.38,69.19,27.23,8.59,94.92,5.08,15.24,87.25,81.63,Potenza,10,Classico
PZPC00202B,GIUSTINO FORTUNATO,VIA PASQUALE CORONA,http://www.liceirionero.it/,0,76,17,76066,Rionero in Vulture,24,71.7,63.96,80.48,62.2,27.74,8.21,97.3,2.7,21.62,92.76,75.0,Potenza,10,Classico
SAPC013011,MARCO TULLIO CICERONE,VIA MATTEOTTI 84,http://www.istitutocicerone.gov.it/,0,65,15,65114,Sala Consilina,47,69.53,63.59,75.96,68.7,26.44,8.29,90.21,9.79,12.59,91.19,81.71,Potenza,10,Classico
PZPS040007,GALILEO GALILEI,VIA ANZIO 2,http://www.lsgalileipz.gov.it/,0,76,17,76063,Potenza,140,78.33,74.59,82.3,82.38,26.91,8.54,96.19,3.81,9.05,84.89,83.63,Potenza,10,Scientifico
PZPS12000V,PIER PAOLO PASOLINI,VIA ANZIO,http://www.liceoscientificopasolinipz.gov.it/,0,76,17,76063,Potenza,46,72.84,66.92,79.16,76.0,26.36,7.99,92.86,7.14,9.29,86.47,87.6,Potenza,10,Scientifico
PZPM01000C,SALVATOR ROSA,VIA ZARA,http://www.convittoliceoannessopz.edu.it/,0,76,17,76063,Potenza,115,59.9,55.65,64.66,61.52,24.99,6.37,82.08,17.92,15.32,81.32,77.44,Potenza,10,Scienze Umane
PZPM00201E,GIUSTINO FORTUNATO,SS 167 (CAMPUS),http://www.liceirionero.it/,0,76,17,76066,Rionero in Vulture,33,56.9,49.52,64.84,61.69,24.25,6.47,80.81,19.19,11.11,85.46,77.0,Potenza,10,Scienze Umane
PZPS02901D,IST OMNIC GENZANO DI LUCANIA,VIA GENERALE PENNELLA,http://www.liceogenzanodilucania.gov.it/wordpress/,0,76,17,76036,Genzano di Lucania,33,55.92,48.36,63.98,67.06,23.37,7.85,75.25,24.75,8.91,88.59,72.92,Potenza,10,Scienze Umane - Economico sociale
PZPS01901V,GIUSEPPE PEANO,VIA FONTANELLE,http://www.liceomarsico.gov.it/,0,76,17,76045,Marsico Nuovo,16,65.13,55.12,76.09,67.55,25.52,7.54,84.0,16.0,14.0,85.43,78.88,Potenza,10,Linguistico
PZTD024038,DA VINCI - NITTI,VIA ANCONA,http://www.davinci-nitti.edu.it/,0,76,17,76063,Potenza,76,64.46,59.32,70.12,65.62,25.6,7.77,78.95,21.05,12.72,87.36,80.73,Potenza,10,Linguistico
SAPS027012,ASSTEAS,VIA PASTENI,,0,65,15,65017,Buccino,13,56.79,45.55,68.79,63.32,24.03,8.04,82.5,17.5,10.0,85.48,76.57,Potenza,10,Linguistico
PZSD030003,WALTER GROPIUS,VIA ANZIO 4,http://www.liceoartisticoemusicale.gov.it/,0,76,17,76063,Potenza,57,58.58,50.94,67.14,54.68,25.5,5.74,42.77,57.23,7.51,84.84,80.49,Potenza,10,Artistico
PZSD00201X,GIUSTINO FORTUNATO,SERRO SAN FRANCESCO,http://www.liceirionero.it,0,76,17,76066,Rionero in Vulture,0,,,,,,0.0,,,,,,Potenza,10,Artistico
PZTL022011,EINSTEIN - DE LORENZO,VIA SICILIA 4,http://www.itigeopz.gov.it/,0,76,17,76063,Potenza,126,51.4,46.38,57.16,57.14,23.48,6.43,49.74,50.26,10.79,83.01,74.36,Potenza,10,Tecnico - Tecnologico
PZTF02203V,EINSTEIN - DE LORENZO (PICERNO),VIA CAMPO DONEI,http://www.itigeopz.edu.it/,0,76,17,76059,Picerno,17,44.86,31.75,61.44,50.88,22.66,5.94,47.06,52.94,17.65,83.67,79.19,Potenza,10,Tecnico - Tecnologico
BAPC030002,CAGNAZZI,PZZA ZANARDELLI 30,http://www.liceocagnazzi.gov.it/,0,72,16,72004,Altamura,66,69.88,64.71,75.38,70.86,26.27,8.6,89.9,10.1,10.1,88.47,82.9,Matera,10,Classico
MTSL01301X,DUNI - LEVI,VIA DELLE NAZIONI UNITE 6,http://www.dunilevimatera.gov.it,0,77,17,77014,Matera,108,69.3,65.13,73.84,67.78,26.5,8.62,92.02,7.98,13.8,91.56,86.65,Matera,10,Classico
BAPS07000G,GIUSEPPE TARANTINO,VIA QUASIMODO 4,http://www.liceogravina.it/,0,72,16,72023,Gravina in Puglia,31,64.23,57.22,72.14,64.05,25.73,8.86,93.68,6.32,18.95,91.34,89.67,Matera,10,Classico
BAPS01601X,PIETRO SETTE,VIA SETTE 3,http://www.iisspietrosette.it/portale/,0,72,16,72041,Santeramo in Colle,33,79.7,72.66,86.94,90.95,26.21,7.11,88.12,11.88,4.95,91.4,83.25,Matera,10,Scientifico
MTPS01000E,DANTE ALIGHIERI,VIA DELLE NAZIONI UNITE 2,http://www.liceoscientificomatera.gov.it/,0,77,17,77014,Matera,87,78.96,74.51,83.78,83.5,26.93,7.83,96.95,3.05,13.74,89.09,87.38,Matera,10,Scientifico
BAPS200003,FEDERICO II DI SVEVIA,VIA PARISI,http://www.liceofederico.gov.it/sito/,0,72,16,72004,Altamura,153,72.88,69.18,76.9,78.37,26.09,8.46,90.41,9.59,13.29,86.72,76.82,Matera,10,Scientifico
TAPS02301Q,GIAMBATTISTA VICO,CDA CICIVIZZO,http://www.liceogbvico.edu.it/,0,73,16,73009,Laterza,49,65.26,59.57,71.5,70.21,25.24,8.81,95.3,4.7,14.77,88.77,87.71,Matera,10,Scientifico
BAPS035008,SAN GIOVANNI BATTISTA DE LA SALLE,VIA ENRICO FERMI 24,http://www.istitutodelasalle.it/,1,72,16,72041,Santeramo in Colle,0,,,,,,0.0,,,,,,Matera,10,Scientifico
MTPS012017,GIAN BATTISTA PENTASUGLIA,VIA MATTEI,http://www.iispentasuglia.gov.it/,0,77,17,77014,Matera,68,72.1,67.03,77.52,78.91,25.84,9.02,90.29,9.71,10.19,87.56,75.15,Matera,10,Scientifico - Scienze applicate
MTPM01000G,TOMMASO STIGLIANI,VIA LANERA 61,http://www.istitutomagistralestiglianimt.it/,0,77,17,77014,Matera,60,55.09,49.39,61.36,56.17,24.48,6.68,77.9,22.1,12.71,82.78,76.47,Matera,10,Scienze Umane
BASL03301E,ROSA LUXEMBURG,VIA PRIMOCIELO,http://www.rosaluxemburg.gov.it,0,72,16,72001,Acquaviva delle Fonti,0,,,,,,0.0,,,,,,Matera,10,Artistico
MTTD06000B,LOPERFIDO - OLIVETTI,VIA ALDO MORO 28,http://www.loperfido-olivetti.gov.it/,0,77,17,77014,Matera,64,62.05,56.08,68.72,62.9,25.35,7.23,65.8,34.2,12.95,86.36,77.86,Matera,10,Tecnico - Economico
BATD02000A,FRANCESCO MARIA GENCO,PZZA RAFFAELLE LAUDATI 1,http://www.itcgenco.gov.it/,0,72,16,72004,Altamura,146,51.4,46.51,57.22,55.41,23.69,5.75,45.33,54.67,12.3,83.3,70.1,Matera,10,Tecnico - Economico
BATD013018,BACHELET - GALILEI,VIA VITTORIO BACHELET,http://www.iissgravina.it/,0,72,16,72023,Gravina in Puglia,63,45.11,38.73,52.85,45.83,23.33,6.17,57.07,42.93,16.75,84.51,75.49,Matera,10,Tecnico - Economico
BATD01601Q,PIETRO SETTE,VIA SETTE 3,http://www.iisspietrosette.it/portale/,0,72,16,72041,Santeramo in Colle,50,37.54,29.6,47.63,38.97,22.33,6.17,45.03,54.97,15.23,81.63,75.7,Matera,10,Tecnico - Economico
BATD665005,SAN GIOVANNI BATTISTA DE LA SALLE,VIA FERMI 24,http://www.istitutodelasalle.it,1,72,16,72041,Santeramo in Colle,0,,,,,,0.0,,,,,,Matera,10,Tecnico - Economico
MTTF012019,GIAN BATTISTA PENTASUGLIA,VIA MATTEI,http://www.iispentasuglia.gov.it/,0,77,17,77014,Matera,177,66.64,62.76,70.92,73.73,25.15,7.21,67.98,32.02,11.3,87.59,76.0,Matera,10,Tecnico - Tecnologico
MTTA014018,TURI - MORRA,VIA MATARAZZO,http://www.alberghieromatera.it/,0,77,17,77014,Matera,41,56.46,46.99,67.59,52.13,25.29,5.26,38.21,61.79,10.57,88.49,73.84,Matera,10,Tecnico - Tecnologico
CZPC060004,PASQUALE GALLUPPI,VIA DE GASPERI 76,http://www.liceogalluppi.net/,0,79,18,79023,Catanzaro,119,63.19,59.22,67.58,65.35,25.32,8.92,94.71,5.29,15.88,89.7,80.37,Catanzaro,10,Classico
CZPC030008,CAMPANELLA - FIORENTINO,VIA LEONARDO DA VINCI,http://www.liceoclassicolamezia.gov.it/,0,79,18,79160,Lamezia Terme,77,56.97,52.2,62.48,56.88,24.85,8.84,91.81,8.19,21.12,91.05,88.32,Catanzaro,10,Classico
CZPC00500G,SANT'ANTONIO DA PADOVA,VIA VERDI 1,http://soverato.donboscoalsud.it/go/44/liceo-classico-.aspx,1,79,18,79137,Soverato,21,56.65,48.28,66.08,56.33,24.84,7.57,93.85,6.15,15.38,89.97,83.75,Catanzaro,10,Classico
CZPS00101C,ENRICO FERMI,VIA PISACANE,http://www.iisfermi.gov.it/,0,79,18,79023,Catanzaro,60,75.98,70.75,81.74,77.68,26.91,8.45,94.51,5.49,15.93,90.27,82.8,Catanzaro,10,Scientifico
CZPS03000B,LUIGI SICILIANI,VIA TURCO,http://www.liceosiciliani.it/,0,79,18,79023,Catanzaro,162,73.84,70.27,77.74,78.77,26.27,7.7,94.24,5.76,14.4,88.44,79.64,Catanzaro,10,Scientifico
CZPS08000C,GUARASCI - CALABRETTA,VIA AMIRANTE,http://guarascicalabretta.edu.it/,0,79,18,79137,Soverato,59,70.79,65.51,76.77,72.34,26.31,8.65,94.38,5.62,19.1,86.06,79.4,Catanzaro,10,Scientifico - Scienze applicate
CZPS02000R,GALILEO GALILEI,VIA LEONARDO DA VINCI 24,http://www.liceogalileilamezia.gov.it/,0,79,18,79160,Lamezia Terme,28,61.72,54.3,70.08,67.17,24.75,6.99,91.86,8.14,19.77,88.8,82.29,Catanzaro,10,Scientifico - Scienze applicate
CZPM009014,GIOVANNA DE NOBILI,VIA PIAVE 1,http://www.istitutodenobili.it/,0,79,18,79023,Catanzaro,57,62.54,56.64,68.94,69.84,24.63,7.1,76.61,23.39,11.11,89.47,79.5,Catanzaro,10,Scienze Umane
CZPM00101D,ENRICO FERMI,VLE CROTONE,http://www.iisfermi.gov.it/,0,79,18,79023,Catanzaro,33,54.9,47.48,63.14,59.64,24.02,5.52,79.0,21.0,15.0,87.72,76.9,Catanzaro,10,Scienze Umane
CZPM03000C,CAMPANELLA - FIORENTINO,VIA CAVALLERIZZA,http://www.liceocampanellalamezia.it/,0,79,18,79160,Lamezia Terme,17,51.16,39.93,64.06,60.16,23.06,6.45,62.26,37.74,15.09,84.85,79.65,Catanzaro,10,Scienze Umane - Economico sociale
CZSL00901X,GIOVANNA DE NOBILI,PZZA LE PERA 3,http://www.istitutodenobili.gov.it/,0,79,18,79023,Catanzaro,22,39.61,27.24,56.79,36.19,23.16,5.64,39.71,60.29,19.12,84.33,78.9,Catanzaro,10,Artistico
CZSD00201P,ETTORE MAJORANA,VLE DEI NORMANNI 37,http://www.iismajoranagirifalco.edu.it/,0,79,18,79142,Squillace,0,,,,,,0.0,,,,,,Catanzaro,10,Artistico
CZTD05000C,GUARASCI - CALABRETTA,VIA CARLO AMIRANTE 30,http://guarascicalabretta.edu.it/,0,79,18,79137,Soverato,72,54.31,48.72,60.64,64.23,23.33,7.13,68.06,31.94,13.43,90.17,82.46,Catanzaro,10,Tecnico - Economico
CZTD04000T,CARLO RAMBALDI,VIA LEONARDO DA VINCI,http://www.itedefazio.it/,0,79,18,79160,Lamezia Terme,166,52.22,48.0,56.99,59.47,23.4,6.07,57.92,42.08,11.82,86.47,74.1,Catanzaro,10,Tecnico - Economico
CZTD12000D,GRIMALDI - PACIOLI,VIA SEBENICO 39,http://www.itcgrimaldipacioli.it/,0,79,18,79023,Catanzaro,127,47.36,42.7,52.79,51.02,23.24,6.44,58.9,41.1,14.4,89.05,77.66,Catanzaro,10,Tecnico - Economico
CZTE01000D,BRUNO CHIMIRRI,VIA DOMENICO ROMEO 25,http://www.itaschimirri.gov.it/,0,79,18,79023,Catanzaro,120,56.93,52.15,62.46,57.9,24.71,5.37,58.89,41.11,14.44,85.19,75.9,Catanzaro,10,Tecnico - Tecnologico
CZTL017018,RAFFAELE PETRUCCI,VIA PIO X 25,http://www.iispetrucciferrarismaresca.it/,0,79,18,79023,Catanzaro,47,54.22,45.59,65.07,50.35,24.97,5.89,39.86,60.14,14.69,83.98,71.81,Catanzaro,10,Tecnico - Tecnologico
CZTA021035,VITTORIO EMANUELE II,VIA VINICIO CORTESE 1,http://www.iisvemanuele.edu.it/,0,79,18,79023,Catanzaro,79,53.45,46.12,61.82,63.79,23.17,4.8,34.18,65.82,7.17,83.62,74.01,Catanzaro,10,Tecnico - Tecnologico
CZTF010008,ERCOLINO SCALFARO,PZZA MATTEOTTI 1,http://www.itiscalfaro-cz.gov.it/,0,79,18,79023,Catanzaro,192,50.95,46.82,55.79,57.7,23.3,6.44,52.6,47.4,13.72,86.11,74.8,Catanzaro,10,Tecnico - Tecnologico
CSPC190001,GIOACCHINO DA FIORE,VIA VERDI 265,http://www.liceoclassicorendecs.gov.it/,0,78,18,78102,Rende,130,67.41,63.54,71.78,68.88,25.91,9.17,92.35,7.65,18.62,96.13,91.5,Cosenza,10,Classico
CSPC010007,BERNARDINO TELESIO,PZZA XV MARZO 1,http://www.liceotelesiocosenza.gov.it/,0,78,18,78045,Cosenza,188,60.99,57.61,64.84,61.68,25.23,8.67,93.79,6.21,21.1,93.04,90.71,Cosenza,10,Classico
CSPS04901N,VALENTINI - MAJORANA,VIA ALDO CANNATA 1,http://www.iiscastrolibero.gov.it/iis/,0,78,18,78031,Castrolibero,37,78.84,72.36,86.2,76.18,27.78,8.87,95.5,4.5,19.82,93.91,89.0,Cosenza,10,Scientifico
CSPS03000G,GAETANO BERNARDINO SCORZA,VIA POPILIA,http://www.liceoscorza.it/,0,78,18,78045,Cosenza,101,71.47,67.22,76.08,78.72,25.71,7.87,94.39,5.61,13.53,89.97,79.82,Cosenza,10,Scientifico
CSPS020001,FERMI - BRUTIUM,VIA ISNARDI 2,http://www.liceofermics.gov.it/home/,0,78,18,78045,Cosenza,164,71.26,67.67,75.23,75.27,26.07,7.58,91.26,8.74,15.45,92.1,83.98,Cosenza,10,Scientifico
CSPS06901V,FERMI - BRUTIUM,VIA POPILIA,http://jo.iispezzullo.edu.it,0,78,18,78045,Cosenza,27,58.32,50.54,67.5,57.23,25.13,7.63,85.54,14.46,24.1,88.54,79.0,Cosenza,10,Scientifico - Scienze applicate
CSPM08101E,LUCREZIA DELLA VALLE,PZZA AMENDOLA,http://www.iislucreziadellavalle.edu.it/,0,78,18,78045,Cosenza,60,58.94,53.38,64.93,67.09,24.09,7.27,82.42,17.58,11.54,86.29,79.53,Cosenza,10,Scienze Umane
CSPM03500Q,SANTA CATERINA DA SIENA,VLE DEI GIARDINI 1,http://www.suoredomenicanepaola.it/index.htm,1,78,18,78091,Paola,16,53.56,43.45,65.39,61.11,23.52,8.26,82.0,18.0,22.0,96.46,86.78,Cosenza,10,Scienze Umane
CSTD07000T,JULIA - FALCONE,VIA PADRE GIACINTO DA BELMONTE 35,http://www.itcgtacri.edu.it/,0,78,18,78003,Acri,15,48.32,35.71,63.08,56.5,22.82,6.86,83.87,16.13,22.58,88.62,84.0,Cosenza,10,Scienze Umane - Economico sociale
CSPS18000D,PITAGORA,VIA SANDRO PERTINI,http://www.ilpitagora.gov.it/,0,78,18,78102,Rende,53,55.43,49.33,62.12,60.85,24.0,7.88,75.63,24.37,10.0,88.31,80.67,Cosenza,10,Linguistico
CSSL04101X,LUCREZIA DELLA VALLE,VIA SOMALIA 28,http://www.iislucreziadellavalle.edu.it/,0,78,18,78045,Cosenza,34,48.54,39.27,60.39,37.75,25.12,7.0,48.04,51.96,18.63,90.86,86.08,Cosenza,10,Artistico
CSIS07600G,IST OMNIC LUZZI,VIA SAN LEO,http://www.omnicomprensivoluzzi.gov.it/,0,78,18,78070,Luzzi,0,,,,,,0.0,,,,,,Cosenza,10,Artistico
CSTD04901D,VALENTINI - MAJORANA,VIA ALDO CANNATA 1,http://www.iiscastrolibero.gov.it,0,78,18,78031,Castrolibero,45,54.36,46.98,62.42,58.88,23.98,8.15,59.26,40.74,9.63,88.65,76.67,Cosenza,10,Tecnico - Economico
CSTD06901P,FERMI - BRUTIUM,VIA POPILIA,http://jo.iispezzullo.edu.it,0,78,18,78045,Cosenza,72,52.93,47.1,59.51,59.65,23.55,8.08,62.04,37.96,12.04,89.43,77.23,Cosenza,10,Tecnico - Economico
CSTD71500B,SALVEMINI,VLE TRIESTE,http://istitutosalvemini.com/,1,78,18,78045,Cosenza,10,,,,,,0.0,,,,,,Cosenza,10,Tecnico - Economico
CSTDIB500Z,GALILEO GALILEI,VIA CAMPOSANO 67A,http://www.istitutogalileocs.com/,1,78,18,78045,Cosenza,20,,,,,,0.0,,,,,,Cosenza,10,Tecnico - Economico
CSTL069015,FERMI - BRUTIUM,VIA MORRONE 16,http://jo.iispezzullo.edu.it,0,78,18,78045,Cosenza,37,49.18,40.54,59.48,54.91,23.21,5.84,51.35,48.65,15.32,95.4,81.0,Cosenza,10,Tecnico - Tecnologico
CSTE051011,DA VINCI - NITTI,VIA BOSCO DE NICOLA,http://www.davincinitticosenza.gov.it/component/content/?view=featured,0,78,18,78045,Cosenza,69,47.97,41.58,55.56,52.8,23.18,6.83,52.66,47.34,15.46,90.35,83.0,Cosenza,10,Tecnico - Tecnologico
CSTF01000C,MONACO,VIA GIULIA 9,http://www.itimonaco-cosenza.gov.it,0,78,18,78045,Cosenza,181,41.7,37.16,47.48,45.2,22.58,6.1,43.65,56.35,15.65,85.38,73.9,Cosenza,10,Tecnico - Tecnologico
