cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
RMPS06301N,7.8,92.1,"[3.1, 1.6, 0.8, 2.3]","[2.3, 14.8, 28.9, 46.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.5,6.5,6.0,5.0,4.0,3.6
RMPS17000L,6.8,93.3,"[3.4, 1.1, 2.3, 0.0]","[8.0, 12.5, 20.5, 52.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,6.5,6.0,3.8,4.0,3.6
RMPS032012,24.3,75.6,"[6.5, 8.3, 7.8, 1.7]","[4.8, 16.5, 23.9, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.5,6.0,2.4,4.0,3.6
RMPS010004,18.0,81.9,"[4.1, 8.2, 4.1, 1.6]","[3.3, 18.0, 22.1, 38.5]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,6.5,6.0,4.0,4.0,3.6
RMPS49000C,15.2,84.8,"[7.6, 3.4, 2.5, 1.7]","[4.2, 10.2, 22.9, 47.5]",Docenti per fasce di età (%) (A.S. 2025/26),5.1,6.5,6.0,6.1,4.0,3.6
RMPS11301D,25.8,74.2,"[5.2, 12.9, 6.7, 1.0]","[3.6, 17.0, 23.2, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.5,6.0,4.6,4.0,3.6
RMPS26000V,13.3,86.6,"[3.3, 4.4, 5.6, 0.0]","[1.1, 8.9, 22.2, 54.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,6.5,6.0,1.2,4.0,3.6
RMPS53500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS073018,16.7,83.4,"[6.1, 5.3, 4.4, 0.9]","[4.4, 13.2, 29.8, 36.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.0,6.5,6.0,3.4,4.0,3.6
RMPS37000A,18.9,81.0,"[3.6, 6.3, 6.3, 2.7]","[2.7, 18.9, 21.6, 37.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,6.5,6.0,4.4,4.0,3.6
RMPM12000L,17.5,82.5,"[7.0, 4.1, 4.1, 2.3]","[2.9, 15.8, 24.6, 39.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,6.5,6.0,3.7,4.0,3.6
RMPS21000T,,,,,,,,,,,
RMPS06201T,19.1,80.8,"[8.2, 3.8, 4.4, 2.7]","[7.7, 13.2, 22.5, 37.4]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,6.5,6.0,4.3,4.0,3.6
RMPS27500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS36500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS695009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS114019,17.4,82.6,"[2.2, 6.5, 8.7, 0.0]","[6.5, 19.6, 18.5, 38.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,6.5,6.0,1.6,4.0,3.6
RMPSE55000,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS24500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS08500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS97500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS10000A,15.4,84.7,"[5.5, 6.6, 2.2, 1.1]","[2.2, 16.5, 25.3, 40.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.5,6.0,2.6,4.0,3.6
RMPS46500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS235006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS49500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPQ06500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS265002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS44500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS07500V,,,,,,,,,,,
RMPS505001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSVA5006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS135009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSII500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS305007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS59500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS485001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSCU5007,,,,,,,,,,,
RMPS41500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS56500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS18500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS095004,,,,,,,,,,,
RMPS165005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS575007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS72500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS455005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS00500L,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS285007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM180008,21.7,78.2,"[7.6, 7.6, 4.3, 2.2]","[1.1, 14.1, 38.0, 25.0]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.5,6.0,2.9,4.0,3.6
RMTF009013,16.8,83.3,"[4.9, 4.3, 3.8, 3.8]","[4.9, 14.1, 24.3, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,6.5,6.0,2.7,4.0,3.6
RMTF10000C,,,,,,,,,,,
RMTF090003,30.9,69.1,"[7.0, 13.7, 8.4, 1.8]","[2.6, 14.1, 17.6, 34.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.5,6.0,2.7,4.0,3.6
RMPS09402A,15.1,84.9,"[2.3, 6.4, 5.2, 1.2]","[2.9, 16.9, 24.4, 40.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.5,6.0,3.7,4.0,3.6
RMTF108014,9.2,90.9,"[4.6, 1.8, 2.8, 0.0]","[8.3, 16.5, 20.2, 45.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,6.5,6.0,7.1,4.0,3.6
RMTE091015,7.2,92.7,"[1.6, 2.4, 1.6, 1.6]","[4.1, 20.3, 35.0, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),9.4,6.5,6.0,6.0,4.0,3.6
RMPS5G5003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTF11401B,17.4,82.6,"[2.2, 6.5, 8.7, 0.0]","[6.5, 19.6, 18.5, 38.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.5,6.5,6.0,1.6,4.0,3.6
RMPM160003,24.1,76.0,"[7.0, 8.2, 5.7, 3.2]","[5.7, 15.8, 22.2, 32.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,6.5,6.0,5.0,4.0,3.6
RMTF110003,24.2,76.0,"[10.9, 7.8, 3.9, 1.6]","[8.5, 25.6, 16.3, 25.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,6.5,6.0,1.2,4.0,3.6
RMTF08401R,16.6,83.3,"[1.9, 9.0, 3.8, 1.9]","[3.2, 16.0, 19.2, 44.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.9,6.5,6.0,1.5,4.0,3.6
RMTF10901X,27.2,72.7,"[7.1, 9.7, 6.5, 3.9]","[10.4, 12.3, 14.3, 35.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,6.5,6.0,1.9,4.0,3.6
RMTF081019,30.9,69.1,"[6.8, 13.6, 8.4, 2.1]","[4.7, 12.6, 20.9, 30.9]",Docenti per fasce di età (%) (A.S. 2025/26),7.6,6.5,6.0,4.4,4.0,3.6
RMTF330002,,,,,,,,,,,
RMTF02202E,34.9,65.1,"[9.7, 10.3, 12.0, 2.9]","[5.1, 15.4, 14.9, 29.7]",Docenti per fasce di età (%) (A.S. 2025/26),6.0,6.5,6.0,3.1,4.0,3.6
RMPS8Q500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSVP500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS655007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS09201N,76.7,23.4,"[16.7, 28.3, 15.0, 16.7]","[0.0, 6.7, 5.0, 11.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.5,6.0,0.0,4.0,3.6
RMPSIZ500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS4A500Z,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSRQ500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSAD500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSQP500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSI6500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSBI5001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSPG500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPSP4500S,,,,,,,,,,,
RMPM08000B,11.1,88.9,"[7.1, 2.0, 2.0, 0.0]","[3.0, 12.1, 28.3, 45.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,6.5,6.0,2.4,4.0,3.6
RMPM195002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM02601Q,18.2,81.9,"[1.7, 7.4, 6.6, 2.5]","[1.7, 18.2, 17.4, 44.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.5,6.0,4.9,4.0,3.6
RMPM040001,26.9,73.2,"[6.5, 9.8, 7.3, 3.3]","[4.9, 10.6, 18.7, 39.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,6.5,6.0,2.5,4.0,3.6
RMPM016015,18.6,81.4,"[2.3, 7.8, 8.5, 0.0]","[0.0, 24.0, 25.6, 31.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,6.5,6.0,5.1,4.0,3.6
RMPM08500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM02701G,25.2,74.7,"[6.3, 8.1, 7.2, 3.6]","[6.3, 19.8, 17.1, 31.5]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.5,6.0,1.4,4.0,3.6
RMPMQB5004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM045004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMIO5006,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPME45007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM5R5008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMTS5005,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM17500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM01301N,32.6,67.3,"[6.9, 11.9, 7.9, 5.9]","[3.0, 15.8, 19.8, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,6.5,6.0,5.0,4.0,3.6
RMPM55500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL1M500I,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMT1500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMSC500I,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM00500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMBG500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPMPL5008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM4G5004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPM9P500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD38000R,16.900000000000002,83.10000000000001,"[1.8, 6.2, 6.2, 2.7]","[2.7, 14.3, 29.5, 36.6]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,6.5,6.0,6.7,4.0,3.6
RMPL39500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLUU500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD008011,20.0,80.0,"[4.4, 8.9, 5.2, 1.5]","[3.7, 17.8, 28.1, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),10.9,6.5,6.0,2.9,4.0,3.6
RMPL07500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD030005,26.5,73.4,"[2.0, 9.2, 13.3, 2.0]","[7.1, 16.3, 16.3, 33.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.7,6.5,6.0,4.2,4.0,3.6
RMPLAM500Z,,,,,,,,,,,
RMPL43500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL26500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLLD5008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLO35009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL0L500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL00500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL50500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLB3500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL035007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL085008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPL22500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLOA500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPLNG500S,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMSL015004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMSL08201X,23.0,77.0,"[4.2, 9.7, 7.3, 1.8]","[7.3, 10.9, 21.2, 37.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,6.5,6.0,2.5,4.0,3.6
RMSL07000L,36.5,63.599999999999994,"[6.8, 17.3, 10.5, 1.9]","[1.2, 5.6, 21.0, 35.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,6.5,6.0,7.5,4.0,3.6
RMSD06000G,35.1,64.8,"[10.1, 16.0, 6.9, 2.1]","[5.3, 15.4, 20.7, 23.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,6.5,6.0,5.0,4.0,3.6
RMSL04000R,,,,,,,,,,,
RMSD10000R,18.0,82.1,"[3.7, 9.3, 3.1, 1.9]","[2.5, 15.4, 28.4, 35.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.8,6.5,6.0,7.4,4.0,3.6
RMSL09701N,27.2,72.8,"[7.6, 9.5, 8.2, 1.9]","[3.8, 11.4, 29.1, 28.5]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.5,6.0,0.9,4.0,3.6
RMSL023014,23.2,76.7,"[2.5, 11.9, 5.7, 3.1]","[1.9, 17.0, 30.8, 27.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,6.5,6.0,1.8,4.0,3.6
RMSL08901P,29.0,71.10000000000001,"[5.8, 14.5, 5.8, 2.9]","[2.9, 14.5, 26.6, 27.1]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,6.5,6.0,4.8,4.0,3.6
RMSLBH500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD41000B,,,,,,,,,,,
RMTD00901R,16.8,83.3,"[4.9, 4.3, 3.8, 3.8]","[4.9, 14.1, 24.3, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,6.5,6.0,2.7,4.0,3.6
RMTN02000C,28.8,71.4,"[10.9, 8.9, 5.0, 4.0]","[5.0, 12.9, 21.8, 31.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,6.5,6.0,5.1,4.0,3.6
RMTN01000T,,,,,,,,,,,
RMTD10201V,35.1,64.9,"[10.8, 14.1, 7.0, 3.2]","[10.8, 20.0, 14.1, 20.0]",Docenti per fasce di età (%) (A.S. 2025/26),11.8,6.5,6.0,1.9,4.0,3.6
RMTD113019,25.8,74.2,"[5.2, 12.9, 6.7, 1.0]","[3.6, 17.0, 23.2, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.5,6.0,4.6,4.0,3.6
RMTN073012,16.7,83.4,"[6.1, 5.3, 4.4, 0.9]","[4.4, 13.2, 29.8, 36.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.0,6.5,6.0,3.4,4.0,3.6
RMTD640001,31.5,68.6,"[7.4, 12.0, 10.2, 1.9]","[9.3, 7.4, 17.6, 34.3]",Docenti per fasce di età (%) (A.S. 2025/26),8.1,6.5,6.0,1.7,4.0,3.6
RMTD11801C,39.5,60.5,"[13.8, 15.4, 10.3, 0.0]","[6.7, 13.3, 12.8, 27.7]",Docenti per fasce di età (%) (A.S. 2025/26),17.1,6.5,6.0,1.8,4.0,3.6
RMTD01301C,32.6,67.3,"[6.9, 11.9, 7.9, 5.9]","[3.0, 15.8, 19.8, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,6.5,6.0,5.0,4.0,3.6
RMTD03201T,24.3,75.6,"[6.5, 8.3, 7.8, 1.7]","[4.8, 16.5, 23.9, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.5,6.0,2.4,4.0,3.6
RMTD65000G,,,,,,,,,,,
RMTD03901L,32.5,67.5,"[7.7, 11.1, 11.1, 2.6]","[5.1, 13.7, 15.4, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),11.3,6.5,6.0,1.4,4.0,3.6
RMTD03401D,24.9,75.2,"[2.7, 11.4, 8.1, 2.7]","[5.4, 13.4, 16.8, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,6.5,6.0,3.9,4.0,3.6
RMTD10301P,33.6,66.5,"[12.4, 11.2, 8.2, 1.8]","[5.9, 9.4, 22.4, 28.8]",Docenti per fasce di età (%) (A.S. 2025/26),7.5,6.5,6.0,3.1,4.0,3.6
RMTD08401E,16.6,83.3,"[1.9, 9.0, 3.8, 1.9]","[3.2, 16.0, 19.2, 44.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.9,6.5,6.0,1.5,4.0,3.6
RMTD081013,30.9,69.1,"[6.8, 13.6, 8.4, 2.1]","[4.7, 12.6, 20.9, 30.9]",Docenti per fasce di età (%) (A.S. 2025/26),7.6,6.5,6.0,4.4,4.0,3.6
RMTD43000L,,,,,,,,,,,
RMTD43500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD49500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTND1500F,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD545007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD55500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD67500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD70500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD77500R,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTD78500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTN8V500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTDOO500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTDSN500S,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTL03401X,24.9,75.2,"[2.7, 11.4, 8.1, 2.7]","[5.4, 13.4, 16.8, 39.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,6.5,6.0,3.9,4.0,3.6
RMTL00801B,20.0,80.0,"[4.4, 8.9, 5.2, 1.5]","[3.7, 17.8, 28.1, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),10.9,6.5,6.0,2.9,4.0,3.6
RMTL00701G,,,,,,,,,,,
RMTF040002,24.400000000000002,75.7,"[3.7, 13.4, 4.9, 2.4]","[3.7, 18.3, 17.1, 36.6]",Docenti per fasce di età (%) (A.S. 2025/26),7.0,6.5,6.0,5.5,4.0,3.6
RMTL039013,32.5,67.5,"[7.7, 11.1, 11.1, 2.6]","[5.1, 13.7, 15.4, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),11.3,6.5,6.0,1.4,4.0,3.6
RMTF09401B,15.1,84.9,"[2.3, 6.4, 5.2, 1.2]","[2.9, 16.9, 24.4, 40.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.5,6.0,3.7,4.0,3.6
RMTB010001,,,,,,,,,,,
RMTF04101V,,,,,,,,,,,
RMTA070005,41.4,58.6,"[7.6, 14.1, 13.6, 6.1]","[4.5, 7.1, 18.2, 28.8]",Docenti per fasce di età (%) (A.S. 2025/26),9.5,6.5,6.0,2.8,4.0,3.6
RMTA06000E,44.300000000000004,55.7,"[10.4, 19.8, 10.8, 3.3]","[5.2, 16.0, 13.7, 20.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,6.5,6.0,4.8,4.0,3.6
RMTF02000R,24.5,75.39999999999999,"[3.8, 9.2, 4.6, 6.9]","[3.1, 8.5, 20.0, 43.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.7,6.5,6.0,2.0,4.0,3.6
RMTH01000N,,,,,,,,,,,
RMTF350007,35.4,64.7,"[9.1, 12.1, 7.1, 7.1]","[7.1, 17.2, 19.2, 21.2]",Docenti per fasce di età (%) (A.S. 2025/26),16.1,6.5,6.0,8.3,4.0,3.6
RMTB035009,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTF115006,,,,,,,,,,,
RMTF145002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTF18500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTL08500Q,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTL395001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMTF03301X,40.6,59.5,"[12.6, 13.7, 11.1, 3.2]","[14.7, 13.7, 15.8, 15.3]",Docenti per fasce di età (%) (A.S. 2025/26),16.3,6.5,6.0,0.0,4.0,3.6
RMTE02701T,25.2,74.7,"[6.3, 8.1, 7.2, 3.6]","[6.3, 19.8, 17.1, 31.5]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.5,6.0,1.4,4.0,3.6
RMTF09701V,27.2,72.8,"[7.6, 9.5, 8.2, 1.9]","[3.8, 11.4, 29.1, 28.5]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.5,6.0,0.9,4.0,3.6
FRPM08000L,17.7,82.4,"[2.4, 7.1, 4.7, 3.5]","[5.9, 7.1, 29.4, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.7,6.5,6.0,1.4,4.0,3.6
FRPC05000L,,,,,,,,,,,
FRPC00101C,29.4,70.5,"[1.3, 17.9, 5.1, 5.1]","[3.8, 9.0, 20.5, 37.2]",Docenti per fasce di età (%) (A.S. 2025/26),8.8,6.5,6.0,1.7,4.0,3.6
FRPC02500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
FRPS010009,9.6,90.5,"[2.4, 4.8, 1.2, 1.2]","[2.4, 14.3, 25.0, 48.8]",Docenti per fasce di età (%) (A.S. 2025/26),6.8,6.5,6.0,6.7,4.0,3.6
FRPS070001,10.5,89.6,"[6.0, 1.5, 3.0, 0.0]","[1.5, 4.5, 29.9, 53.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.1,6.5,6.0,3.4,4.0,3.6
FRPS02901B,30.0,70.0,"[5.0, 15.0, 6.7, 3.3]","[0.8, 19.2, 22.5, 27.5]",Docenti per fasce di età (%) (A.S. 2025/26),6.3,6.5,6.0,2.4,4.0,3.6
FRPSII500H,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPST6500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
FRPM020001,,,,,,,,,,,
FRPM06000B,,,,,,,,,,,
FRPM02301D,,,,,,,,,,,
FRSL011024,29.3,70.6,"[6.2, 10.0, 8.7, 4.4]","[1.9, 8.7, 23.1, 36.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,6.5,6.0,4.6,4.0,3.6
FRSD013018,43.7,56.4,"[9.0, 16.0, 12.8, 5.9]","[3.7, 9.6, 11.2, 31.9]",Docenti per fasce di età (%) (A.S. 2025/26),10.5,6.5,6.0,11.5,4.0,3.6
FRSD021017,23.9,76.1,"[3.3, 10.7, 4.1, 5.8]","[0.0, 8.3, 19.0, 48.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.4,6.5,6.0,4.3,4.0,3.6
FRTD01901L,29.4,70.7,"[5.1, 13.0, 7.3, 4.0]","[1.7, 6.8, 27.7, 34.5]",Docenti per fasce di età (%) (A.S. 2025/26),7.2,6.5,6.0,6.6,4.0,3.6
FRTD017011,,,,,,,,,,,
FRTD00101B,29.4,70.5,"[1.3, 17.9, 5.1, 5.1]","[3.8, 9.0, 20.5, 37.2]",Docenti per fasce di età (%) (A.S. 2025/26),8.8,6.5,6.0,1.7,4.0,3.6
FRTD003013,38.7,61.2,"[5.6, 17.5, 11.2, 4.4]","[3.7, 15.0, 16.9, 25.6]",Docenti per fasce di età (%) (A.S. 2025/26),12.4,6.5,6.0,2.2,4.0,3.6
FRTF018013,22.7,77.4,"[2.0, 10.7, 6.7, 3.3]","[4.7, 12.0, 24.0, 36.7]",Docenti per fasce di età (%) (A.S. 2025/26),9.7,6.5,6.0,8.6,4.0,3.6
FRTA00801Q,30.900000000000002,69.1,"[6.9, 10.3, 10.3, 3.4]","[4.0, 4.0, 13.1, 48.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.4,6.5,6.0,4.8,4.0,3.6
LTPC080004,23.6,76.5,"[2.8, 8.3, 9.7, 2.8]","[4.2, 15.3, 15.3, 41.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,6.5,6.0,5.5,4.0,3.6
LTPS001028,40.6,59.6,"[9.5, 18.0, 9.0, 4.1]","[5.0, 10.4, 20.3, 23.9]",Docenti per fasce di età (%) (A.S. 2025/26),12.7,6.5,6.0,1.7,4.0,3.6
LTPS05000B,19.1,80.9,"[6.1, 8.4, 4.6, 0.0]","[1.5, 11.5, 28.2, 39.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,6.5,6.0,3.1,4.0,3.6
LTPS02000G,9.0,90.9,"[0.9, 3.6, 4.5, 0.0]","[1.8, 9.0, 32.4, 47.7]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.5,6.0,7.0,4.0,3.6
