cod_scuola,tasso_precariato_docenti_pct,pct_tempo_indeterminato,fasce_eta_tempo_determinato,fasce_eta_tempo_indeterminato,anno_scolastico_personale,trasferiti_pct_scuola,trasferiti_pct_regione,trasferiti_pct_italia,pensionati_pct_scuola,pensionati_pct_regione,pensionati_pct_italia
PGPS02000N,14.9,85.1,"[1.7, 8.3, 4.1, 0.8]","[5.0, 9.1, 28.9, 42.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,5.7,6.0,4.2,3.3,3.6
PGPC07000G,29.6,70.5,"[11.4, 6.1, 10.6, 1.5]","[6.1, 10.6, 25.0, 28.8]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,5.7,6.0,6.8,3.3,3.6
PGPM010004,23.3,76.8,"[6.7, 7.4, 8.0, 1.2]","[3.1, 11.7, 23.3, 38.7]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,5.7,6.0,3.2,3.3,3.6
PGSD03000P,29.700000000000003,70.4,"[4.0, 6.9, 15.8, 3.0]","[4.0, 14.9, 22.8, 28.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.2,5.7,6.0,4.4,3.3,3.6
PGSD03601P,39.0,61.1,"[11.1, 20.4, 5.6, 1.9]","[3.7, 16.7, 18.5, 22.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.7,6.0,0.0,3.3,3.6
PGTD11000Q,28.0,71.9,"[10.5, 8.8, 6.4, 2.3]","[0.6, 9.9, 24.6, 36.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,5.7,6.0,3.4,3.3,3.6
PGTDQF500A,,,,,,,,,,,
PGTL02301C,,,,,,,,,,,
PGTF010005,26.0,73.89999999999999,"[5.8, 8.3, 10.1, 1.8]","[6.1, 16.2, 30.7, 20.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.6,5.7,6.0,3.6,3.3,3.6
TRPC020006,,,,,,,,,,,
PGPC02601E,25.4,74.6,"[7.9, 8.7, 4.0, 4.8]","[5.6, 10.3, 21.4, 37.3]",Docenti per fasce di età (%) (A.S. 2025/26),9.5,5.7,6.0,2.2,3.3,3.6
TRPS020009,13.0,87.1,"[2.6, 5.2, 1.3, 3.9]","[2.6, 13.0, 29.9, 41.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,5.7,6.0,6.0,3.3,3.6
TRPS03000X,18.1,81.9,"[3.2, 5.3, 6.4, 3.2]","[3.2, 17.0, 25.5, 36.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.7,6.0,7.2,3.3,3.6
RIPS01000D,,,,,,,,,,,
TRPS001011,23.4,76.5,"[4.5, 9.0, 4.5, 5.4]","[8.1, 11.7, 16.2, 40.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,5.7,6.0,5.8,3.3,3.6
TRPM01000Q,21.5,78.6,"[6.4, 7.9, 3.6, 3.6]","[1.4, 7.9, 26.4, 42.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,5.7,6.0,6.9,3.3,3.6
TRPM001012,23.4,76.5,"[4.5, 9.0, 4.5, 5.4]","[8.1, 11.7, 16.2, 40.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,5.7,6.0,5.8,3.3,3.6
PGSD026025,25.4,74.6,"[7.9, 8.7, 4.0, 4.8]","[5.6, 10.3, 21.4, 37.3]",Docenti per fasce di età (%) (A.S. 2025/26),9.5,5.7,6.0,2.2,3.3,3.6
TRSD011012,19.7,80.3,"[2.3, 6.8, 6.8, 3.8]","[4.5, 12.9, 22.0, 40.9]",Docenti per fasce di età (%) (A.S. 2025/26),3.0,5.7,6.0,1.0,3.3,3.6
TRTD00701Q,35.7,64.3,"[7.9, 12.7, 10.7, 4.4]","[2.8, 12.7, 22.2, 26.6]",Docenti per fasce di età (%) (A.S. 2025/26),6.5,5.7,6.0,1.9,3.3,3.6
TRTD006021,57.6,42.4,"[13.6, 16.9, 20.3, 6.8]","[3.4, 3.4, 15.3, 20.3]",Docenti per fasce di età (%) (A.S. 2025/26),21.4,5.7,6.0,3.6,3.3,3.6
TRTF030002,25.5,74.4,"[7.2, 9.4, 5.6, 3.3]","[2.8, 21.1, 26.1, 24.4]",Docenti per fasce di età (%) (A.S. 2025/26),4.1,5.7,6.0,0.8,3.3,3.6
TRTL001017,23.4,76.5,"[4.5, 9.0, 4.5, 5.4]","[8.1, 11.7, 16.2, 40.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,5.7,6.0,5.8,3.3,3.6
ANPS009016,28.7,71.3,"[9.7, 10.3, 6.5, 2.2]","[9.7, 14.6, 25.4, 21.6]",Docenti per fasce di età (%) (A.S. 2025/26),11.2,5.4,6.0,3.5,3.4,3.6
ANPC010006,24.9,75.1,"[5.8, 8.3, 5.8, 5.0]","[6.6, 16.5, 14.0, 38.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,5.4,6.0,5.7,3.4,3.6
ANPS03000E,6.0,94.0,"[4.5, 0.0, 1.5, 0.0]","[3.0, 10.4, 32.8, 47.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,5.4,6.0,3.1,3.4,3.6
ANPS012012,25.8,74.0,"[9.0, 7.8, 5.4, 3.6]","[5.4, 10.8, 25.9, 31.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,4.9,3.4,3.6
ANPS00500T,,,,,,,,,,,
ANPS01401N,21.4,78.5,"[6.0, 7.4, 4.7, 3.3]","[8.8, 16.7, 25.6, 27.4]",Docenti per fasce di età (%) (A.S. 2025/26),6.7,5.4,6.0,0.0,3.4,3.6
ANPS040005,6.4,93.8,"[2.1, 3.2, 1.1, 0.0]","[1.1, 11.6, 35.8, 45.3]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,5.4,6.0,3.3,3.4,3.6
ANPS00201B,32.4,67.7,"[5.1, 11.1, 10.1, 6.1]","[6.1, 13.1, 18.2, 30.3]",Docenti per fasce di età (%) (A.S. 2025/26),4.5,5.4,6.0,4.8,3.4,3.6
ANPC060007,18.6,81.1,"[3.7, 3.7, 10.0, 1.2]","[3.7, 21.2, 16.2, 40.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,5.4,6.0,5.0,3.4,3.6
MCPC09000R,15.9,84.0,"[6.7, 2.5, 5.0, 1.7]","[1.7, 15.1, 26.9, 40.3]",Docenti per fasce di età (%) (A.S. 2025/26),0.9,5.4,6.0,9.3,3.4,3.6
ANPM3A500M,,,,,,,,,,,
ANTD01201T,25.8,74.0,"[9.0, 7.8, 5.4, 3.6]","[5.4, 10.8, 25.9, 31.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,4.9,3.4,3.6
ANTD03500D,,,,,,,,,,,
ANTE00401A,22.9,77.0,"[7.9, 3.9, 8.7, 2.4]","[3.9, 22.0, 22.8, 28.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,5.4,6.0,0.0,3.4,3.6
ANTF01401Q,21.4,78.5,"[6.0, 7.4, 4.7, 3.3]","[8.8, 16.7, 25.6, 27.4]",Docenti per fasce di età (%) (A.S. 2025/26),6.7,5.4,6.0,0.0,3.4,3.6
ANTF01301X,37.0,63.1,"[8.9, 12.5, 12.0, 3.6]","[7.3, 15.1, 16.7, 24.0]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,5.4,6.0,1.0,3.4,3.6
APPC02000B,12.5,87.6,"[1.0, 4.8, 4.8, 1.9]","[3.8, 13.3, 27.6, 42.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,5.4,6.0,4.4,3.4,3.6
TEPC01201L,22.4,77.60000000000001,"[3.2, 11.2, 6.4, 1.6]","[3.2, 8.0, 24.8, 41.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,6.3,6.0,3.2,3.5,3.6
APPS01201L,13.100000000000001,86.89999999999999,"[3.6, 4.4, 1.5, 3.6]","[4.4, 11.7, 32.8, 38.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.8,5.4,6.0,3.5,3.4,3.6
TEPS010003,5.2,94.9,"[1.0, 2.1, 2.1, 0.0]","[1.0, 12.4, 35.1, 46.4]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.3,6.0,2.2,3.5,3.6
TEPS001019,17.9,82.1,"[4.3, 5.6, 4.9, 3.1]","[3.7, 15.4, 24.1, 38.9]",Docenti per fasce di età (%) (A.S. 2025/26),6.4,6.3,6.0,4.9,3.5,3.6
TEPS04000V,18.7,81.3,"[3.4, 5.1, 6.8, 3.4]","[3.4, 20.3, 35.6, 22.0]",Docenti per fasce di età (%) (A.S. 2025/26),12.0,6.3,6.0,0.0,3.5,3.6
TEPS335003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
TEPM010004,15.600000000000001,84.3,"[1.1, 6.7, 6.7, 1.1]","[3.4, 9.0, 43.8, 28.1]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,6.3,6.0,2.8,3.5,3.6
TESL01201L,22.4,77.60000000000001,"[3.2, 11.2, 6.4, 1.6]","[3.2, 8.0, 24.8, 41.6]",Docenti per fasce di età (%) (A.S. 2025/26),2.2,6.3,6.0,3.2,3.5,3.6
APSD012013,13.100000000000001,86.89999999999999,"[3.6, 4.4, 1.5, 3.6]","[4.4, 11.7, 32.8, 38.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.8,5.4,6.0,3.5,3.4,3.6
APTD013018,13.2,86.8,"[1.8, 3.5, 7.0, 0.9]","[0.9, 11.4, 25.4, 49.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,5.4,6.0,5.3,3.4,3.6
APTE01301Q,13.2,86.8,"[1.8, 3.5, 7.0, 0.9]","[0.9, 11.4, 25.4, 49.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.0,5.4,6.0,5.3,3.4,3.6
APTA00801A,30.0,70.0,"[4.3, 12.1, 10.0, 3.6]","[4.3, 15.7, 21.4, 28.6]",Docenti per fasce di età (%) (A.S. 2025/26),9.5,5.4,6.0,2.1,3.4,3.6
APTF01101V,20.6,79.3,"[2.7, 6.5, 8.7, 2.7]","[3.3, 17.9, 29.3, 28.8]",Docenti per fasce di età (%) (A.S. 2025/26),7.0,5.4,6.0,1.4,3.4,3.6
APPC01000R,,,,,,,,,,,
MCPC002012,7.8999999999999995,92.0,"[2.9, 1.4, 2.9, 0.7]","[2.9, 9.4, 37.7, 42.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,5.4,6.0,1.6,3.4,3.6
APPS030005,19.5,80.5,"[5.7, 5.7, 6.5, 1.6]","[1.6, 19.5, 29.3, 30.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.1,5.4,6.0,7.2,3.4,3.6
APPS3R5004,,,,,,,,,,,
APPS002023,33.4,66.4,"[4.7, 15.3, 10.9, 2.5]","[2.5, 16.7, 23.6, 23.6]",Docenti per fasce di età (%) (A.S. 2025/26),8.8,5.4,6.0,1.7,3.4,3.6
APPS9N5001,,,,,,,,,,,
APPMOI500F,,,,,,,,,,,
APPC0Q500G,,,,,,,,,,,
APPCU15007,,,,,,,,,,,
MCPS002015,7.8999999999999995,92.0,"[2.9, 1.4, 2.9, 0.7]","[2.9, 9.4, 37.7, 42.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,5.4,6.0,1.6,3.4,3.6
APSD00101L,,,,,,,,,,,
APSL001013,,,,,,,,,,,
APTD07000B,23.700000000000003,76.3,"[8.9, 7.9, 5.9, 1.0]","[5.0, 13.9, 18.8, 38.6]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,6.8,3.4,3.6
APTD00201T,33.4,66.4,"[4.7, 15.3, 10.9, 2.5]","[2.5, 16.7, 23.6, 23.6]",Docenti per fasce di età (%) (A.S. 2025/26),8.8,5.4,6.0,1.7,3.4,3.6
APTF010002,16.3,83.60000000000001,"[3.4, 6.2, 5.6, 1.1]","[2.3, 13.0, 31.6, 36.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.6,5.4,6.0,5.9,3.4,3.6
MCPC04000Q,19.6,80.3,"[4.7, 6.5, 6.5, 1.9]","[3.7, 10.3, 35.5, 30.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,8.9,3.4,3.6
MCPS003011,27.8,72.1,"[10.0, 7.8, 5.6, 4.4]","[2.2, 14.4, 22.2, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),7.9,5.4,6.0,0.0,3.4,3.6
MCPS02000N,8.399999999999999,91.69999999999999,"[2.8, 1.4, 2.8, 1.4]","[1.4, 11.1, 26.4, 52.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,6.0,3.4,3.6
MCPSL3500U,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MCPC001016,17.1,82.9,"[3.1, 6.2, 3.1, 4.7]","[5.4, 14.7, 30.2, 32.6]",Docenti per fasce di età (%) (A.S. 2025/26),5.8,5.4,6.0,0.0,3.4,3.6
MCTE012013,11.6,88.39999999999999,"[1.7, 4.1, 4.1, 1.7]","[3.3, 10.7, 28.9, 45.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,5.4,6.0,2.9,3.4,3.6
MCPM007019,45.0,55.0,"[12.5, 15.0, 12.5, 5.0]","[7.5, 15.0, 12.5, 20.0]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,5.4,6.0,5.6,3.4,3.6
MCPC04001R,19.6,80.3,"[4.7, 6.5, 6.5, 1.9]","[3.7, 10.3, 35.5, 30.8]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,8.9,3.4,3.6
MCPM505001,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MCPM0L500Q,,,,,,,,,,,
MCPL5Z500O,,,,,,,,,,,
MCSD01000D,17.9,82.3,"[3.0, 8.9, 5.0, 1.0]","[5.0, 13.9, 32.7, 30.7]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,5.4,6.0,3.5,3.4,3.6
MCTD01000V,15.899999999999999,84.0,"[4.3, 8.7, 2.9, 0.0]","[2.9, 14.5, 30.4, 36.2]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,5.4,6.0,5.8,3.4,3.6
MCTD00500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
MCTL00801A,,,,,,,,,,,
MCTA009019,23.7,76.2,"[9.9, 5.5, 6.6, 1.7]","[7.2, 11.0, 21.0, 37.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,5.4,6.0,2.4,3.4,3.6
PSPC03000N,9.7,90.3,"[3.1, 4.1, 1.5, 1.0]","[5.1, 10.8, 34.9, 39.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,5.4,6.0,1.8,3.4,3.6
PSPC01500G,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PSPS020006,14.5,85.4,"[3.0, 5.0, 4.5, 2.0]","[4.0, 17.1, 28.6, 35.7]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,5.4,6.0,3.0,3.4,3.6
PSPS005004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
PSPS01000G,13.399999999999999,86.60000000000001,"[4.1, 2.1, 4.1, 3.1]","[5.2, 17.5, 22.7, 41.2]",Docenti per fasce di età (%) (A.S. 2025/26),9.1,5.4,6.0,3.8,3.4,3.6
PSPC06000D,18.0,82.1,"[3.4, 7.3, 4.5, 2.8]","[4.5, 15.6, 25.7, 36.3]",Docenti per fasce di età (%) (A.S. 2025/26),5.3,5.4,6.0,6.4,3.4,3.6
PSSD01901D,,,,,,,,,,,
PSTD10000N,23.4,76.7,"[6.2, 10.2, 6.2, 0.8]","[5.5, 10.2, 25.8, 35.2]",Docenti per fasce di età (%) (A.S. 2025/26),1.1,5.4,6.0,4.5,3.4,3.6
PSTD003019,37.3,62.8,"[7.7, 13.3, 11.2, 5.1]","[4.6, 18.9, 18.9, 20.4]",Docenti per fasce di età (%) (A.S. 2025/26),9.6,5.4,6.0,3.4,3.4,3.6
PSTA01301D,31.1,68.9,"[8.6, 8.6, 8.0, 5.9]","[5.3, 17.6, 20.9, 25.1]",Docenti per fasce di età (%) (A.S. 2025/26),5.5,5.4,6.0,3.1,3.4,3.6
RMPC080007,7.1,92.9,"[5.3, 1.8, 0.0, 0.0]","[0.0, 7.0, 26.3, 59.6]",Docenti per fasce di età (%) (A.S. 2025/26),3.8,6.5,6.0,9.4,4.0,3.6
RMPC23000X,15.4,84.6,"[3.1, 7.2, 1.0, 4.1]","[3.1, 7.2, 25.8, 48.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.6,6.5,6.0,2.5,4.0,3.6
RMPC250005,7.199999999999999,92.7,"[4.3, 0.0, 2.9, 0.0]","[4.3, 5.8, 20.3, 62.3]",Docenti per fasce di età (%) (A.S. 2025/26),6.1,6.5,6.0,4.5,4.0,3.6
RMPC09000T,3.5999999999999996,96.4,"[0.0, 1.2, 1.2, 1.2]","[0.0, 2.4, 34.5, 59.5]",Docenti per fasce di età (%) (A.S. 2025/26),3.7,6.5,6.0,3.6,4.0,3.6
RMPC12000C,5.699999999999999,94.2,"[3.4, 2.3, 0.0, 0.0]","[4.6, 14.9, 27.6, 47.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.7,6.5,6.0,3.9,4.0,3.6
RMPC280001,8.8,91.3,"[0.0, 5.9, 0.0, 2.9]","[0.0, 26.5, 32.4, 32.4]",Docenti per fasce di età (%) (A.S. 2025/26),6.9,6.5,6.0,3.3,4.0,3.6
RMPC220009,17.1,82.7,"[6.9, 8.0, 1.1, 1.1]","[1.1, 12.6, 13.8, 55.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.2,6.5,6.0,2.9,4.0,3.6
RMPC04000R,10.8,89.3,"[3.1, 3.1, 1.5, 3.1]","[3.1, 7.7, 18.5, 60.0]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.5,6.0,9.1,4.0,3.6
RMPC320006,14.4,85.7,"[3.0, 5.4, 4.8, 1.2]","[7.2, 10.2, 23.4, 44.9]",Docenti per fasce di età (%) (A.S. 2025/26),5.2,6.5,6.0,3.9,4.0,3.6
RMPC26500V,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC07000L,,,,,,,,,,,
RMPC31000G,20.5,79.5,"[5.1, 7.7, 5.1, 2.6]","[1.7, 12.8, 28.2, 36.8]",Docenti per fasce di età (%) (A.S. 2025/26),3.3,6.5,6.0,3.3,4.0,3.6
RMPC200004,13.5,86.6,"[1.5, 6.0, 3.0, 3.0]","[6.0, 9.0, 26.1, 45.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.9,6.5,6.0,5.7,4.0,3.6
RMPC150008,7.0,93.0,"[2.0, 3.0, 1.0, 1.0]","[2.0, 15.0, 18.0, 58.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.1,6.5,6.0,5.3,4.0,3.6
RMPC030006,14.7,85.4,"[4.0, 4.7, 6.0, 0.0]","[4.7, 10.7, 27.3, 42.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.6,6.5,6.0,4.0,4.0,3.6
RMPC27000A,14.1,85.8,"[6.5, 4.3, 2.2, 1.1]","[1.1, 14.1, 22.8, 47.8]",Docenti per fasce di età (%) (A.S. 2025/26),8.5,6.5,6.0,0.0,4.0,3.6
RMPC14000N,7.5,92.4,"[0.0, 3.0, 4.5, 0.0]","[3.0, 7.6, 30.3, 51.5]",Docenti per fasce di età (%) (A.S. 2025/26),1.7,6.5,6.0,6.9,4.0,3.6
RMPC17000D,9.8,90.2,"[3.9, 5.9, 0.0, 0.0]","[2.0, 3.9, 17.6, 66.7]",Docenti per fasce di età (%) (A.S. 2025/26),14.8,6.5,6.0,3.9,4.0,3.6
RMPC48000P,12.0,88.0,"[1.7, 5.2, 3.4, 1.7]","[2.6, 9.5, 25.0, 50.9]",Docenti per fasce di età (%) (A.S. 2025/26),1.0,6.5,6.0,4.9,4.0,3.6
RMPC420003,17.6,82.4,"[10.1, 6.7, 0.8, 0.0]","[1.7, 11.8, 24.4, 44.5]",Docenti per fasce di età (%) (A.S. 2025/26),6.7,6.5,6.0,5.0,4.0,3.6
RMPC06901D,16.6,83.39999999999999,"[4.3, 8.0, 2.7, 1.6]","[3.2, 21.4, 29.9, 28.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,6.5,6.0,4.5,4.0,3.6
RMPC180004,14.0,86.0,"[6.0, 4.0, 2.0, 2.0]","[5.0, 13.0, 34.0, 34.0]",Docenti per fasce di età (%) (A.S. 2025/26),4.9,6.5,6.0,5.0,4.0,3.6
RMPC06201P,19.1,80.8,"[8.2, 3.8, 4.4, 2.7]","[7.7, 13.2, 22.5, 37.4]",Docenti per fasce di età (%) (A.S. 2025/26),5.0,6.5,6.0,4.3,4.0,3.6
RMPC03201V,24.3,75.6,"[6.5, 8.3, 7.8, 1.7]","[4.8, 16.5, 23.9, 30.4]",Docenti per fasce di età (%) (A.S. 2025/26),3.9,6.5,6.0,2.4,4.0,3.6
RMPC21000P,20.2,79.9,"[3.2, 8.1, 6.5, 2.4]","[3.2, 19.4, 33.1, 24.2]",Docenti per fasce di età (%) (A.S. 2025/26),8.4,6.5,6.0,3.3,4.0,3.6
RMPC525003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC05000B,14.600000000000001,85.3,"[3.5, 6.9, 4.2, 0.0]","[2.1, 18.7, 31.2, 33.3]",Docenti per fasce di età (%) (A.S. 2025/26),3.4,6.5,6.0,1.7,4.0,3.6
RMPC10500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC19500T,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS65000Q,8.5,91.5,"[1.1, 5.3, 0.0, 2.1]","[5.3, 12.8, 20.2, 53.2]",Docenti per fasce di età (%) (A.S. 2025/26),5.9,6.5,6.0,6.0,4.0,3.6
RMPC285004,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPQ010009,26.1,74.0,"[6.1, 7.0, 11.3, 1.7]","[5.2, 14.8, 27.0, 27.0]",Docenti per fasce di età (%) (A.S. 2025/26),10.6,6.5,6.0,4.4,4.0,3.6
RMPC06301E,7.8,92.1,"[3.1, 1.6, 0.8, 2.3]","[2.3, 14.8, 28.9, 46.1]",Docenti per fasce di età (%) (A.S. 2025/26),2.5,6.5,6.0,5.0,4.0,3.6
RMPC08500A,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC185007,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC29500P,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC05500E,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC33500X,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC00500D,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC235003,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC545008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC065005,,,,,,,,,,,
RMPC255008,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC44500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPC24500N,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS280004,10.7,89.3,"[2.9, 2.9, 3.9, 1.0]","[2.0, 6.9, 26.5, 53.9]",Docenti per fasce di età (%) (A.S. 2025/26),5.6,6.5,6.0,2.2,4.0,3.6
RMPS12000G,18.5,81.5,"[4.9, 6.2, 6.2, 1.2]","[2.5, 11.1, 23.5, 44.4]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,6.5,6.0,2.9,4.0,3.6
RMPS060005,14.8,85.3,"[0.0, 11.6, 3.2, 0.0]","[3.2, 18.9, 29.5, 33.7]",Docenti per fasce di età (%) (A.S. 2025/26),7.4,6.5,6.0,1.3,4.0,3.6
RMPS05000E,7.2,92.7,"[1.0, 3.1, 3.1, 0.0]","[5.2, 13.5, 27.1, 46.9]",Docenti per fasce di età (%) (A.S. 2025/26),8.4,6.5,6.0,1.2,4.0,3.6
RMPS030009,11.5,88.60000000000001,"[4.8, 1.9, 3.8, 1.0]","[8.6, 18.1, 25.7, 36.2]",Docenti per fasce di età (%) (A.S. 2025/26),9.8,6.5,6.0,5.4,4.0,3.6
RMPS50000T,7.9,92.0,"[2.3, 1.1, 4.5, 0.0]","[1.1, 17.0, 27.3, 46.6]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.5,6.0,1.2,4.0,3.6
RMPS46000L,16.6,83.5,"[5.8, 5.0, 5.0, 0.8]","[3.3, 12.4, 27.3, 40.5]",Docenti per fasce di età (%) (A.S. 2025/26),11.7,6.5,6.0,0.0,4.0,3.6
RMPS450002,16.3,83.8,"[2.7, 6.8, 5.4, 1.4]","[1.4, 16.2, 23.0, 43.2]",Docenti per fasce di età (%) (A.S. 2025/26),4.7,6.5,6.0,1.6,4.0,3.6
RMPS094019,15.1,84.9,"[2.3, 6.4, 5.2, 1.2]","[2.9, 16.9, 24.4, 40.7]",Docenti per fasce di età (%) (A.S. 2025/26),4.3,6.5,6.0,3.7,4.0,3.6
RMPS44000B,12.2,87.89999999999999,"[3.8, 5.3, 2.3, 0.8]","[3.8, 15.0, 29.3, 39.8]",Docenti per fasce di età (%) (A.S. 2025/26),4.0,6.5,6.0,4.0,4.0,3.6
RMPS03500C,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS420006,11.2,88.7,"[1.4, 2.8, 7.0, 0.0]","[4.2, 19.7, 22.5, 42.3]",Docenti per fasce di età (%) (A.S. 2025/26),1.6,6.5,6.0,3.2,4.0,3.6
RMPS180007,16.1,83.9,"[5.9, 2.9, 4.4, 2.9]","[7.4, 10.3, 22.1, 44.1]",Docenti per fasce di età (%) (A.S. 2025/26),17.5,6.5,6.0,0.0,4.0,3.6
RMPS48000T,10.6,89.5,"[3.5, 2.4, 4.7, 0.0]","[2.4, 10.6, 34.1, 42.4]",Docenti per fasce di età (%) (A.S. 2025/26),2.8,6.5,6.0,0.0,4.0,3.6
RMPS27000D,8.6,91.5,"[3.4, 0.9, 2.6, 1.7]","[4.3, 10.3, 23.1, 53.8]",Docenti per fasce di età (%) (A.S. 2025/26),2.9,6.5,6.0,3.9,4.0,3.6
RMPS06901L,16.6,83.39999999999999,"[4.3, 8.0, 2.7, 1.6]","[3.2, 21.4, 29.9, 28.9]",Docenti per fasce di età (%) (A.S. 2025/26),4.4,6.5,6.0,4.5,4.0,3.6
RMPS24000N,12.4,87.60000000000001,"[3.1, 6.2, 1.0, 2.1]","[2.1, 9.4, 27.1, 49.0]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,6.5,6.0,4.8,4.0,3.6
RMPM05500P,,,,,,,,,,,
RMPS090001,20.0,79.9,"[5.6, 7.8, 4.4, 2.2]","[4.4, 13.9, 24.4, 37.2]",Docenti per fasce di età (%) (A.S. 2025/26),3.5,6.5,6.0,2.2,4.0,3.6
RMPS19000T,10.7,89.39999999999999,"[5.3, 4.3, 1.1, 0.0]","[2.1, 16.0, 31.9, 39.4]",Docenti per fasce di età (%) (A.S. 2025/26),0.0,6.5,6.0,5.0,4.0,3.6
RMPS555002,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
RMPS520003,16.0,84.0,"[4.0, 7.0, 3.0, 2.0]","[8.0, 18.0, 19.0, 39.0]",Docenti per fasce di età (%) (A.S. 2025/26),1.2,6.5,6.0,7.3,4.0,3.6
RMPS25500B,,,,,Docenti per fasce di età (%) (A.S. 2025/26),,,,,,
